"Time","adservice-769c85bff-p5p4l","cartservice-57b6f4544-nndv9","checkoutservice-7744df487d-9p9wc","currencyservice-57c744564d-6dtkn","emailservice-58755f8b55-vqrwx","frontend-5bfd5c75f-4226p","loadgenerator-7b495c87ff-f2t9t","loadgenerator-7b495c87ff-rxzcq","loadgenerator-7b495c87ff-tjwsb","paymentservice-747f5544b8-65w42","productcatalogservice-8ffc55d69-gg7lz","recommendationservice-756856df7b-6rzgz","redis-cart-69c467889f-5kh4g","shippingservice-8b5c9bb9b-4xhfd"
2024-05-29 10:42:44,215,498,526,910,343,8618,5.47,641,2703,176,2175,594,152,320
2024-05-29 10:42:46,209,498,521,921,343,8333,51.0,641,2703,176,2295,594,148,320
2024-05-29 10:42:48,209,498,521,921,343,8333,55.3,641,2703,176,2295,594,148,320
2024-05-29 10:42:50,209,482,521,921,346,8333,59.6,641,2703,177,2226,594,148,323
2024-05-29 10:42:52,209,479,521,921,346,8651,63.9,641,2703,177,2275,594,148,323
2024-05-29 10:42:54,209,495,521,921,346,8651,68.2,641,2703,177,2275,599,150,325
2024-05-29 10:42:56,209,513,521,921,351,8651,72.5,641,2703,177,2275,599,150,325
2024-05-29 10:42:58,217,513,521,921,351,8651,357,641,2703,177,2275,601,150,325
2024-05-29 10:43:00,217,513,521,1028,351,9426,377,641,2703,177,2275,621,160,329
2024-05-29 10:43:02,234,513,632,1075,351,9426,397,641,2703,183,2396,621,160,329
2024-05-29 10:43:04,234,513,632,1075,351,9426,418,641,2703,183,2751,621,160,329
2024-05-29 10:43:06,234,513,632,1075,351,9624,438,641,2703,188,2751,621,165,360
2024-05-29 10:43:08,234,513,632,1075,350,9624,458,641,2703,188,2751,621,165,360
2024-05-29 10:43:10,234,615,632,1075,350,11242,665,641,2703,188,2751,603,165,360
2024-05-29 10:43:12,234,637,632,1075,358,11242,693,641,2703,188,2751,599,184,360
2024-05-29 10:43:14,234,637,632,1283,358,11242,721,641,2703,188,2751,720,184,360
2024-05-29 10:43:16,241,637,632,1283,358,11242,749,641,2703,188,2869,718,184,357
2024-05-29 10:43:18,234,637,656,1304,358,11732,777,642,2703,182,2869,723,185,398
2024-05-29 10:43:20,296,637,783,1350,358,14809,805,642,2703,200,2779,747,192,398
2024-05-29 10:43:22,296,807,783,1350,363,14809,728,627,2703,201,3928,747,192,398
2024-05-29 10:43:24,296,807,783,1350,351,14809,728,610,2703,201,3928,747,192,398
2024-05-29 10:43:26,296,807,783,1350,353,14809,1253,593,2703,201,3928,747,192,398
2024-05-29 10:43:28,296,834,783,1350,365,14809,1293,576,2703,201,3928,899,242,398
2024-05-29 10:43:30,296,834,783,1756,365,14809,1332,559,2703,201,4122,899,242,445
2024-05-29 10:43:32,296,834,905,1756,365,20019,1372,542,2703,201,4122,899,242,445
2024-05-29 10:43:34,299,834,911,1756,365,20640,1411,452,2703,201,5260,899,242,447
2024-05-29 10:43:36,309,834,940,1820,365,20640,1675,452,2703,201,5260,928,244,462
2024-05-29 10:43:38,297,1020,940,1820,354,20640,1721,517,2703,225,5260,928,246,462
2024-05-29 10:43:40,391,1043,940,1820,384,20640,1766,499,2703,225,5260,928,299,462
2024-05-29 10:43:42,391,1075,940,2248,384,20640,1812,481,2703,225,5260,1072,299,525
2024-05-29 10:43:44,391,1075,940,2248,390,20640,1857,463,2703,225,5526,1072,299,525
2024-05-29 10:43:46,391,1075,940,2248,390,20640,1903,445,2703,225,5526,1072,299,525
2024-05-29 10:43:48,391,1075,940,2307,390,27469,2210,427,2703,225,5526,1072,299,525
2024-05-29 10:43:50,452,1075,1329,2386,390,28422,2261,409,2703,225,7178,1108,299,525
2024-05-29 10:43:52,469,1075,1385,2386,390,28422,2313,324,2703,227,7178,1108,299,539
2024-05-29 10:43:54,469,1038,1385,2386,390,28422,2365,309,2703,265,7178,1108,299,539
2024-05-29 10:43:56,469,1464,1385,2900,413,28422,2416,294,2703,265,7178,1108,380,539
2024-05-29 10:43:58,469,1533,1385,2900,413,28422,2468,280,2703,265,7373,1351,383,638
2024-05-29 10:44:00,469,1533,1385,2900,402,28422,2322,265,2703,265,7424,1351,396,638
2024-05-29 10:44:02,469,1533,1385,2900,405,27644,2322,250,2703,265,7647,1351,396,638
2024-05-29 10:44:04,490,1533,1385,2900,418,27454,3077,234,2703,286,7647,1407,396,638
2024-05-29 10:44:06,588,1533,1436,3495,418,38213,3137,220,2703,291,7382,1407,396,641
2024-05-29 10:44:08,588,1533,1884,3495,418,38477,3198,205,2703,291,9877,1586,396,663
2024-05-29 10:44:10,588,1533,1884,3495,440,39608,3259,191,2703,291,9877,1586,396,663
2024-05-29 10:44:12,588,1918,1884,3495,440,39608,3319,176,2703,291,9877,1586,486,766
2024-05-29 10:44:14,588,1918,1884,3495,440,39608,3380,162,2703,291,9877,1586,486,766
2024-05-29 10:44:16,588,1918,1884,3495,440,39608,3440,,2703,290,10292,1586,509,766
2024-05-29 10:44:18,588,1918,1948,3972,440,39608,3227,,2703,300,10292,1586,509,766
2024-05-29 10:44:20,594,1918,1948,3972,450,39608,3227,,2703,300,10292,1638,509,766
2024-05-29 10:44:22,754,1966,1948,4148,450,38348,4148,,2703,290,10292,1928,509,766
2024-05-29 10:44:24,754,2029,1948,4148,450,53661,4217,,2703,339,9948,1928,509,790
2024-05-29 10:44:26,754,2408,1881,4148,435,53661,4286,,2703,339,13158,1928,509,790
2024-05-29 10:44:28,754,2408,2604,4148,432,53661,4356,,2703,339,13498,1928,493,764
2024-05-29 10:44:30,754,2408,2604,4148,489,53661,4425,,2703,339,13949,1961,651,953
2024-05-29 10:44:32,754,2408,2604,4755,495,53661,4494,,2703,339,13949,1974,651,953
2024-05-29 10:44:34,754,2408,2604,4980,495,53661,4564,,2703,351,13949,2043,651,953
2024-05-29 10:44:36,863,2408,2604,4980,495,62881,4334,,2703,351,13949,2043,651,998
2024-05-29 10:44:38,863,2783,2604,4980,495,64983,4334,,2714,351,13949,2381,651,998
2024-05-29 10:44:40,902,2859,2604,4980,495,64983,5463,,2714,351,13949,2381,651,998
2024-05-29 10:44:42,902,2965,3111,5563,495,64983,5543,,2714,397,13511,2381,651,998
2024-05-29 10:44:44,902,2965,3199,5563,527,64983,5622,,2714,397,13418,2381,651,998
2024-05-29 10:44:46,1011,2965,3315,5563,521,73835,5702,,2714,397,18539,2381,679,1178
2024-05-29 10:44:48,1011,2965,3315,5563,524,73835,5781,,2714,410,18539,2381,655,1178
2024-05-29 10:44:50,1011,3327,3315,5824,541,73835,5861,,2723,410,18539,2811,840,1178
2024-05-29 10:44:52,1011,3327,3315,5824,541,73835,5940,,2723,410,18539,2811,840,1218
2024-05-29 10:44:54,1054,3327,3315,5824,541,76064,6019,,2723,410,18539,2811,840,1218
2024-05-29 10:44:56,1054,3327,3315,6488,541,78253,5708,,2723,455,18539,2811,840,1218
2024-05-29 10:44:58,1054,3327,3315,6488,541,87966,5708,,2723,455,21633,2811,840,1350
2024-05-29 10:45:00,1054,3481,3993,6488,523,87966,7051,,2723,455,21633,2811,887,1350
2024-05-29 10:45:02,1054,3481,3993,6650,580,87966,7141,,2696,455,21633,2811,986,1350
2024-05-29 10:45:04,1017,3481,4210,6696,580,87966,7230,,2658,455,21633,2731,986,1350
2024-05-29 10:45:06,1268,3982,4210,6743,577,87966,7320,,2621,476,21633,2777,986,1424
2024-05-29 10:45:08,1310,3982,4210,6937,598,87966,7409,,2735,476,21633,3428,986,1424
2024-05-29 10:45:10,1310,3982,4210,7718,598,91371,7499,,2735,476,22766,3428,986,1424
2024-05-29 10:45:12,1310,4204,4210,7718,598,88569,7588,,2708,521,25886,3428,986,1424
2024-05-29 10:45:14,1310,4204,4210,7718,598,105931,7678,,2668,521,25886,3428,986,1378
2024-05-29 10:45:16,1310,4204,4210,7718,628,105931,8373,,2627,521,25886,3428,1124,1614
2024-05-29 10:45:18,1310,4608,4763,7718,628,105931,8469,,2587,521,25886,3428,1159,1614
2024-05-29 10:45:20,1310,4608,4954,7718,628,110022,8566,,2546,521,25886,3428,1159,1614
2024-05-29 10:45:22,1267,4608,4954,8605,628,110022,8662,,2487,521,25886,3559,1159,1668
2024-05-29 10:45:24,1521,4608,4954,8605,643,110022,8759,,2487,539,27185,3451,1159,1668
2024-05-29 10:45:26,1531,4608,4954,8605,643,110022,8855,,2641,576,30034,3427,1159,1668
2024-05-29 10:45:28,1583,4811,5351,8605,643,110022,8952,,2597,576,30034,4113,1159,1668
2024-05-29 10:45:30,1583,4811,5351,8605,672,125693,9048,,2553,576,30034,4113,1286,1668
2024-05-29 10:45:32,1583,5279,5618,8605,672,131242,8711,,2508,576,30034,4113,1286,1668
2024-05-29 10:45:34,1583,5279,5618,9436,672,131242,10002,,2464,576,30034,4167,1328,1624
2024-05-29 10:45:36,1583,5279,5618,9436,672,131242,10106,,2420,576,30034,4309,1328,1903
2024-05-29 10:45:38,1583,5279,6027,9436,688,131242,10211,,2375,576,30034,4309,1328,1964
2024-05-29 10:45:40,1533,5279,6027,9436,717,131242,10315,,2308,595,30906,4309,1328,1964
2024-05-29 10:45:42,1522,5645,6027,9436,717,131242,10420,,2264,644,29906,4309,1328,1964
2024-05-29 10:45:44,1902,5855,6027,10041,717,131242,10524,,2220,644,35024,4165,1462,1964
2024-05-29 10:45:46,1902,5855,6027,10041,717,127082,10629,,2176,644,35024,4860,1525,1964
2024-05-29 10:45:48,1902,5855,6027,10041,717,130140,10733,,2132,644,35024,4860,1525,1964
2024-05-29 10:45:50,1902,5855,6365,10351,717,153547,10325,,2088,644,36080,4860,1525,1964
2024-05-29 10:45:52,1902,6252,6365,10351,729,153547,11796,,2044,668,36080,4988,1525,1896
2024-05-29 10:45:54,1902,6252,6365,10351,764,153547,11908,,2000,716,38632,4988,1525,2246
2024-05-29 10:45:56,1902,6252,7091,10351,764,153547,12021,,1666,716,38632,4988,1525,2246
2024-05-29 10:45:58,1902,6362,7091,10351,764,160006,12133,,1666,716,38632,4988,1638,2246
2024-05-29 10:46:00,1909,6406,7091,10173,764,160006,12246,,1822,716,39391,4988,1703,2246
2024-05-29 10:46:02,2208,6606,7091,11699,758,160006,12358,,1779,716,40696,5005,1703,2246
2024-05-29 10:46:04,2208,6606,7091,11699,782,173579,12471,,1736,716,40696,4970,1703,2246
2024-05-29 10:46:06,2208,6606,7382,11699,782,173579,13239,,1693,716,43334,5719,1703,2335
2024-05-29 10:46:08,2208,6403,7382,11699,782,173579,13358,,1650,749,43334,5719,1703,2520
2024-05-29 10:46:10,2208,6359,8089,11699,758,173579,13476,,1607,804,43334,5719,1703,2520
2024-05-29 10:46:12,2248,7310,8089,11699,835,180780,13594,,1564,804,43334,5719,1862,2520
2024-05-29 10:46:14,2336,7310,8089,11699,835,180780,13713,,1453,804,43334,5920,1888,2520
2024-05-29 10:46:16,2500,7579,8089,11366,835,194202,14397,,1412,804,43334,5920,1901,2520
2024-05-29 10:46:18,2500,7579,8089,12874,835,194202,14520,,1371,804,44276,6317,1965,2520
2024-05-29 10:46:20,2500,7579,8089,12874,858,194202,14643,,1330,804,44584,6317,1965,2638
2024-05-29 10:46:22,2500,7579,8287,12874,883,194202,14766,,1288,804,44507,6317,1965,2789
2024-05-29 10:46:24,2500,7579,9049,12874,883,194202,14890,,1247,845,50344,6317,1965,2789
2024-05-29 10:46:26,2500,7356,9049,12874,883,201350,15013,,1206,867,50344,6317,1965,2789
2024-05-29 10:46:28,2500,7305,9049,12874,883,201350,15136,,1162,867,50344,6444,1965,2789
2024-05-29 10:46:30,2500,8490,9049,13392,883,213770,15259,,1120,867,50344,6659,1895,2789
2024-05-29 10:46:32,2847,8490,9049,12996,883,213770,16104,,1079,867,50344,6659,2124,2789
2024-05-29 10:46:34,2847,8490,9049,12907,934,213770,16233,,1038,867,50344,7092,2200,2789
2024-05-29 10:46:36,2847,8490,9049,14106,934,213770,16362,,997,905,50344,7092,2200,2918
2024-05-29 10:46:38,2847,8490,9049,14106,934,218978,16491,,955,930,55034,7092,2200,2918
2024-05-29 10:46:40,2847,8490,9946,14106,934,225294,16620,,914,930,55034,7092,2200,2813
2024-05-29 10:46:42,2847,9205,9946,14106,934,225294,16749,,847,930,55034,7092,2200,3071
2024-05-29 10:46:44,2847,9205,9946,14768,934,225294,16878,,807,930,55034,7092,2200,3071
2024-05-29 10:46:46,2847,9205,9946,14768,955,217917,17007,,767,930,55034,7399,2314,3071
2024-05-29 10:46:48,2847,9205,9946,14768,979,240789,17508,,727,930,55034,7399,2244,3071
2024-05-29 10:46:50,2858,9205,9946,14349,979,240789,17640,,687,930,57812,7157,2447,3071
2024-05-29 10:46:52,3153,9205,9946,14251,979,240789,17772,,646,987,61059,7108,2447,3202
2024-05-29 10:46:54,3153,9205,9946,14152,979,254085,17904,,641,1022,61059,7870,2447,3202
2024-05-29 10:46:56,3153,9691,10587,15546,979,254085,18036,,599,1022,61059,7870,2447,3202
2024-05-29 10:46:58,3153,9395,11047,16362,979,254085,18168,,558,1022,61059,7870,2447,3098
2024-05-29 10:47:00,3153,9330,11047,16362,979,262266,18299,,516,1022,61059,8329,2447,3373
2024-05-29 10:47:02,3333,10198,11047,16362,1034,262266,18631,,474,1022,62859,8329,2560,3373
2024-05-29 10:47:04,3333,10198,11047,16362,1034,262266,18764,,432,1022,62859,8329,2652,3373
2024-05-29 10:47:06,3464,10198,11047,16362,1034,262266,18897,,,1022,62859,8329,2652,3550
2024-05-29 10:47:08,3464,10198,11047,16362,1034,262266,19031,,,1056,65694,8329,2652,3550
2024-05-29 10:47:10,3464,10198,11402,15901,1034,275356,19164,,,1056,65694,8692,2652,3631
2024-05-29 10:47:12,3464,10862,11778,15791,1034,275356,19297,,,1116,67488,8692,2652,3631
2024-05-29 10:47:14,3464,10862,12139,17827,1044,285362,19643,,,1116,67488,8692,2652,3631
2024-05-29 10:47:16,3464,10862,12139,17827,1071,285362,19778,,,1116,67488,8692,2742,3631
2024-05-29 10:47:18,3464,10862,12139,17827,1071,285362,19913,,,1116,67488,9005,2835,3631
2024-05-29 10:47:20,3716,10862,12139,17827,1071,285362,20048,,,1116,70874,9005,2740,3631
2024-05-29 10:47:22,3716,11312,12139,17827,1071,285362,20182,,,1129,70874,9005,2966,3739
2024-05-29 10:47:24,3716,11613,12139,17827,1071,296078,20347,,,1129,70874,9276,2966,3965
2024-05-29 10:47:26,3716,11613,12139,17827,1120,306802,20488,,,1129,70874,9276,2966,3965
2024-05-29 10:47:28,3716,11613,12923,18375,1088,306802,20628,,,1129,68628,9588,2966,3965
2024-05-29 10:47:30,3914,11613,12923,18370,1145,306802,21062,,,1186,68156,9588,2966,3965
2024-05-29 10:47:32,4006,11613,12466,18244,1145,306802,21205,,,1186,74006,9588,2966,3965
2024-05-29 10:47:34,4006,11940,13275,19425,1145,319504,21359,,,1186,75913,9588,3091,3965
2024-05-29 10:47:36,4006,12023,13275,19425,1145,319504,21507,,,1186,78507,9588,3091,3965
2024-05-29 10:47:38,4006,12423,13275,19425,1145,319504,21655,,,1203,78507,10151,3197,3965
2024-05-29 10:47:40,4006,12795,13275,19425,1145,319504,21802,,,1203,78507,10151,3197,4262
2024-05-29 10:47:42,4006,12795,13275,19425,1177,309704,22141,,,1203,78507,10501,3197,4262
2024-05-29 10:47:44,4006,12795,13275,19425,1177,307574,22290,,,1203,78507,10501,3197,4262
2024-05-29 10:47:46,4209,12795,13974,20380,1141,345890,22451,,,1252,78507,10501,3337,4262
2024-05-29 10:47:48,4209,12795,13974,20720,1133,345890,22604,,,1252,75758,10501,3337,4262
2024-05-29 10:47:50,4325,12795,14355,20720,1201,345890,22758,,,1252,75235,10501,3402,4262
2024-05-29 10:47:52,4325,12795,14355,20720,1201,345890,22911,,,1252,84141,10501,3402,4262
2024-05-29 10:47:54,4325,13632,14355,20720,1201,345890,23072,,,1211,84141,10838,3402,4396
2024-05-29 10:47:56,4325,13632,14355,20720,1244,345890,23072,,,1276,84141,10913,3402,4458
2024-05-29 10:47:58,4325,13632,14355,20720,1244,345890,23440,,,1276,84141,11279,3402,4458
2024-05-29 10:48:00,4325,13632,14355,21432,1244,346068,23598,,,1276,84141,11279,3525,4458
2024-05-29 10:48:02,4548,13632,15075,21432,1245,343692,23637,,,1295,85030,11279,3525,4458
2024-05-29 10:48:04,4628,13632,15075,20797,1245,364199,23637,,,1338,88874,11279,3570,4458
2024-05-29 10:48:06,4628,13632,15075,20654,1245,364199,23649,,,1338,88874,11279,3570,4620
2024-05-29 10:48:08,4628,13632,14534,21680,1245,364199,23649,,,1338,88874,11408,3570,4620
2024-05-29 10:48:10,4628,13590,15283,21680,1245,374576,24374,,,1338,88874,11408,3570,4620
2024-05-29 10:48:12,4628,14272,15283,21680,1273,374576,24374,,,1351,88874,11408,3714,4472
2024-05-29 10:48:14,4628,14272,15283,22425,1273,374576,24374,,,1351,88874,11796,3714,4698
2024-05-29 10:48:16,4628,14272,15283,22425,1287,374576,24374,,,1351,90211,11796,3714,4698
2024-05-29 10:48:18,4658,14272,15283,22425,1287,374576,24374,,,1351,90211,11796,3714,4827
2024-05-29 10:48:20,4703,14272,15825,22425,1287,390394,24374,,,1360,90211,11796,3770,4827
2024-05-29 10:48:22,4877,14787,16073,22425,1282,390394,24416,,,1406,93059,11796,3770,4827
2024-05-29 10:48:24,4877,14787,16073,21752,1325,390394,24416,,,1426,93059,12018,3770,4827
2024-05-29 10:48:26,4877,14787,16073,21603,1325,390394,24857,,,1426,93059,12018,3770,4894
2024-05-29 10:48:28,4877,15042,16073,22751,1325,390394,24857,,,1426,93059,12367,3872,4894
2024-05-29 10:48:30,4877,15042,16073,23239,1325,390394,24857,,,1426,94074,12367,3872,5015
2024-05-29 10:48:32,4877,15042,16146,23239,1286,405123,24857,,,1426,94074,12367,3872,5015
2024-05-29 10:48:34,4941,15042,16690,23239,1334,405123,24857,,,1426,97133,12367,3872,5015
2024-05-29 10:48:36,4941,15042,16690,23239,1334,391446,25321,,,1426,97133,12367,3902,5015
2024-05-29 10:48:38,4941,15073,16690,23239,1334,409744,25288,,,1450,97133,12367,3902,5015
2024-05-29 10:48:40,5058,15606,16690,23239,1367,409744,25288,,,1445,97133,12367,4014,5015
2024-05-29 10:48:42,5058,15606,16690,23695,1367,409744,25288,,,1445,97133,12816,4014,5169
2024-05-29 10:48:44,5067,15140,16690,22942,1367,409744,25288,,,1445,97133,12816,4014,5169
2024-05-29 10:48:46,5067,15615,16690,23710,1363,409744,25288,,,1445,93789,12816,4014,5169
2024-05-29 10:48:48,5067,15615,16166,23710,1363,411757,25845,,,1445,93141,12816,4014,5169
2024-05-29 10:48:50,5216,15615,16655,23710,1363,426212,25845,,,1445,98115,12816,4027,5169
2024-05-29 10:48:52,5216,15615,17202,23710,1363,426212,25731,,,1445,101230,12816,4027,5166
2024-05-29 10:48:54,5216,15615,17202,23710,1363,427657,25731,,,1474,101230,12816,4027,5166
2024-05-29 10:48:56,5216,16033,17202,24076,1385,427657,25731,,,1474,101230,12816,4155,5166
2024-05-29 10:48:58,5216,16065,17202,24131,1394,427657,25731,,,1474,101230,13141,4155,5299
2024-05-29 10:49:00,5216,16065,17202,24131,1394,427657,25731,,,1474,101230,13141,4155,5299
2024-05-29 10:49:02,5237,16065,17202,24131,1394,427657,25697,,,1474,101230,13141,4172,5299
2024-05-29 10:49:04,5237,16065,17329,24131,1394,427657,25390,,,1457,101230,13141,4172,5299
2024-05-29 10:49:06,5374,16065,17329,24415,1394,427481,26214,,,1467,97662,13141,4172,5299
2024-05-29 10:49:08,5374,16065,17177,24415,1394,442363,26214,,,1516,101670,13450,4172,5327
2024-05-29 10:49:10,5374,16065,17296,24415,1366,442363,26214,,,1466,105094,13450,4172,5327
2024-05-29 10:49:12,5374,16443,17849,24415,1376,442363,26214,,,1455,105094,13450,4151,5283
2024-05-29 10:49:14,5374,15892,17849,23639,1422,442363,26179,,,1522,105094,13541,4294,5453
2024-05-29 10:49:16,5374,15782,17934,23477,1422,444320,26179,,,1522,105094,13541,4294,5453
2024-05-29 10:49:18,5374,16555,17934,24888,1422,444320,26179,,,1522,105094,13541,4164,5453
2024-05-29 10:49:20,5407,16555,17934,24888,1423,444320,26179,,,1522,105094,13541,4321,5453
2024-05-29 10:49:22,5499,16555,17934,24888,1423,444320,25597,,,1522,105094,13805,4321,5485
2024-05-29 10:49:24,5499,16555,17934,24888,1423,451131,26492,,,1501,101910,13805,4321,5485
2024-05-29 10:49:26,5499,16763,17996,24888,1423,451131,26492,,,1552,103936,13858,4321,5485
2024-05-29 10:49:28,5499,16763,18242,24888,1423,451131,26451,,,1552,104657,13858,4321,5485
2024-05-29 10:49:30,5499,16763,18242,24888,1436,451131,26451,,,1552,108190,13858,4243,5561
2024-05-29 10:49:32,5499,16763,18242,25040,1436,453243,26451,,,1552,108190,13858,4404,5594
2024-05-29 10:49:34,5499,16182,18242,25040,1444,453243,26451,,,1552,108190,13858,4404,5594
2024-05-29 10:49:36,5400,16808,18242,25157,1444,458647,26451,,,1552,108166,13858,4404,5594
2024-05-29 10:49:38,5596,16969,18242,25157,1444,458647,26451,,,1552,108166,14025,4406,5594
2024-05-29 10:49:40,5596,16969,18317,25157,1444,458647,25586,,,1561,108166,14025,4406,5594
2024-05-29 10:49:42,5596,16969,17951,25434,1444,458647,26004,,,1569,108166,14025,4406,5613
2024-05-29 10:49:44,5596,16969,18549,25434,1411,458647,26875,,,1569,108166,14025,4406,5613
2024-05-29 10:49:46,5503,17015,18549,25434,1425,465336,26875,,,1569,109446,14025,4406,5656
2024-05-29 10:49:48,5700,17015,18549,25434,1465,465336,26875,,,1569,109446,14025,4406,5656
2024-05-29 10:49:50,5700,17265,18549,25434,1465,465336,26875,,,1569,109446,13861,4458,5656
2024-05-29 10:49:52,5707,17265,18549,25403,1465,465336,26875,,,1565,105879,14304,4458,5656
2024-05-29 10:49:54,5707,17265,18549,25403,1465,465336,26875,,,1565,109501,14304,4318,5656
2024-05-29 10:49:56,5707,17265,17975,25587,1465,465336,27051,,,1586,109501,14304,4452,5656
2024-05-29 10:49:58,5707,17265,18502,25587,1465,472736,27051,,,1586,111059,14304,4452,5521
2024-05-29 10:50:00,5707,17265,18786,25587,1423,472736,26432,,,1586,111059,14304,4452,5721
2024-05-29 10:50:02,5707,16678,18786,25587,1463,472736,27232,,,1586,111059,14304,4513,5721
2024-05-29 10:50:04,5707,17225,18786,25521,1463,472736,27232,,,1586,111059,14304,4513,5721
2024-05-29 10:50:06,5799,17423,18786,25521,1463,472736,27232,,,1586,111059,14304,4513,5721
2024-05-29 10:50:08,5791,17423,18786,25521,1463,472736,27232,,,1538,111059,13937,4513,5721
2024-05-29 10:50:10,5791,17423,18786,25665,1463,472736,27232,,,1585,111192,14462,4526,5721
2024-05-29 10:50:12,5791,17423,18786,25665,1467,472736,26291,,,1592,112070,14462,4526,5721
2024-05-29 10:50:14,5791,17423,18204,25665,1467,477930,27531,,,1592,112070,14462,4526,5529
2024-05-29 10:50:16,5791,17423,18079,25665,1477,477930,26613,,,1592,112070,14462,4559,5577
2024-05-29 10:50:18,5791,17505,18941,25665,1477,477930,27518,,,1592,112070,14462,4559,5785
2024-05-29 10:50:20,5791,17505,18941,25665,1477,477930,27518,,,1592,112070,14462,4559,5785
2024-05-29 10:50:22,5791,17505,18941,25773,1477,477930,27518,,,1586,112070,14462,4559,5785
2024-05-29 10:50:24,5620,17505,18941,25773,1477,477930,27518,,,1586,112070,14461,4554,5785
2024-05-29 10:50:26,5837,17505,18941,25773,1476,477930,27518,,,1597,112838,14461,4554,5785
2024-05-29 10:50:28,5837,17498,19071,25773,1476,477930,27518,,,1597,112681,14095,4554,5785
2024-05-29 10:50:30,5837,17498,19071,25773,1478,449630,26601,,,1597,112681,14550,4574,5785
2024-05-29 10:50:32,5837,17555,19071,25773,1478,449630,27780,,,1597,112681,14550,4574,5609
2024-05-29 10:50:34,5837,17555,19071,25820,1478,481513,26719,,,1597,112681,14530,4574,5770
2024-05-29 10:50:36,5837,17555,19071,25851,1476,481513,27664,,,1597,112681,14530,4574,5612
2024-05-29 10:50:38,5848,17555,18513,25851,1476,481513,27664,,,1596,112681,14530,4574,5797
2024-05-29 10:50:40,5848,17522,19104,25851,1476,481513,27664,,,1596,112681,14530,4574,5797
2024-05-29 10:50:42,5848,17586,19104,25851,1476,481513,27664,,,1588,112814,14530,4573,5797
2024-05-29 10:50:44,5682,17586,19104,25905,1476,481513,27664,,,1588,113316,14530,4592,5797
2024-05-29 10:50:46,5867,17586,18998,25905,1476,481513,27812,,,1588,113316,14080,4592,5800
2024-05-29 10:50:48,5867,17586,18998,25930,1476,481513,27812,,,1588,113316,14593,4592,5800
2024-05-29 10:50:50,5857,17586,18998,25930,1476,469064,27812,,,1588,113316,14539,4592,5800
2024-05-29 10:50:52,5857,16935,18998,25930,1428,465837,27645,,,1588,113316,14539,4592,5800
2024-05-29 10:50:54,5857,17559,18998,25930,1419,483141,27645,,,1530,113359,14539,4592,5791
2024-05-29 10:50:56,5857,16942,18876,25930,1465,483141,27645,,,1582,113359,14539,4592,5791
2024-05-29 10:50:58,5857,17522,18876,25930,1465,483141,27855,,,1582,113104,14539,4569,5798
2024-05-29 10:51:00,5857,17522,18876,25930,1465,483141,27855,,,1582,113104,14539,4569,5798
2024-05-29 10:51:02,5849,17522,18256,25860,1465,483141,27855,,,1582,113104,14545,4569,5798
2024-05-29 10:51:04,5849,17522,18989,25860,1465,483024,27855,,,1582,113104,14545,4569,5798
2024-05-29 10:51:06,5849,17522,18989,25860,1465,483024,27636,,,1582,113124,14517,4569,5798
2024-05-29 10:51:08,5849,17522,18989,25860,1465,483024,27636,,,1582,113152,14517,4569,5803