i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_system,pod_restart
0,516,12424151040,4628,13590,15283,21680,1245,374576,24374.0,,,1338,88874,11408,3570,4620,565186,0.0155,0.0848,0.0232,0.194,0.00847,0.137,0.0967,,,0.0427,0.0567,0.0528,0.00526,0.0118,0.0607,0
0,515,12420489216,4628,14272,15283,21680,1273,374576,24374.0,,,1351,88874,11408,3714,4472,565905,0.0155,0.0848,0.0239,0.194,0.00847,0.137,0.0967,,,0.043,0.058,0.0532,0.0054,0.0118,0.061,0
0,515,12415012864,4628,14272,15283,22425,1273,374576,24374.0,,,1351,88874,11796,3714,4698,567264,0.0155,0.0848,0.0239,0.194,0.00847,0.137,0.0967,,,0.0433,0.058,0.0532,0.0054,0.0122,0.061,0
0,515,12421840896,4628,14272,15283,22425,1287,374576,24374.0,,,1351,90211,11796,3714,4698,568615,0.0155,0.0848,0.0239,0.194,0.0082,0.139,0.0967,,,0.0436,0.058,0.0532,0.0054,0.0123,0.0612,0
0,515,12410093568,4658,14272,15283,22425,1287,374576,24374.0,,,1351,90211,11796,3714,4827,568774,0.0155,0.0848,0.0239,0.194,0.00859,0.139,0.0967,,,0.0449,0.0589,0.0532,0.0054,0.0123,0.0614,0
0,515,12410441728,4703,14272,15825,22425,1287,390394,24374.0,,,1360,90211,11796,3770,4827,585245,0.0155,0.0867,0.0242,0.194,0.00859,0.139,0.0996,,,0.0453,0.0589,0.0532,0.0054,0.0123,0.0619,0
0,515,12406026240,4877,14787,16073,22425,1282,390394,24416.0,,,1406,93059,11796,3770,4827,589111,0.0163,0.0895,0.0242,0.194,0.00859,0.142,0.0996,,,0.0453,0.0605,0.0549,0.0054,0.0123,0.0627,0
0,515,12406984704,4877,14787,16073,21752,1325,390394,24416.0,,,1426,93059,12018,3770,4827,588723,0.0163,0.0895,0.0242,0.194,0.00859,0.142,0.0996,,,0.0453,0.0605,0.0557,0.0054,0.0123,0.0628,0
0,524,12490969088,4877,14787,16073,21603,1325,390394,24857.0,,,1426,93059,12018,3770,4894,589081,0.0163,0.0895,0.0248,0.197,0.00885,0.142,0.101,,,0.0453,0.0605,0.0557,0.0054,0.0124,0.0632,0
0,532,12494192640,4877,15042,16073,22751,1325,390394,24857.0,,,1426,93059,12367,3872,4894,590937,0.0163,0.0895,0.0248,0.197,0.00885,0.142,0.101,,,0.0453,0.0605,0.0557,0.0054,0.0128,0.0632,0
0,517,12504383488,4877,15042,16073,23239,1325,390394,24857.0,,,1426,94074,12367,3872,5015,592562,0.0163,0.0895,0.0248,0.197,0.00883,0.144,0.101,,,0.0453,0.061,0.0557,0.00556,0.0128,0.0634,0
0,517,12503670784,4877,15042,16146,23239,1286,405123,24857.0,,,1426,94074,12367,3872,5015,607325,0.0163,0.0904,0.0247,0.197,0.00883,0.144,0.101,,,0.0465,0.061,0.0557,0.00556,0.0128,0.0636,0
0,517,12500119552,4941,15042,16690,23239,1334,405123,24857.0,,,1426,97133,12367,3872,5015,611041,0.0163,0.0904,0.0247,0.197,0.00883,0.147,0.104,,,0.0465,0.061,0.0559,0.00556,0.0129,0.0642,0
0,517,12505399296,4941,15042,16690,23239,1334,391446,25321.0,,,1426,97133,12367,3902,5015,597857,0.0164,0.0904,0.0247,0.197,0.00883,0.147,0.104,,,0.045,0.0626,0.056,0.00556,0.0129,0.0642,0
0,517,12507373568,4941,15073,16690,23239,1334,409744,25288.0,,,1450,97133,12367,3902,5015,616178,0.0168,0.0904,0.0253,0.197,0.00883,0.147,0.104,,,0.0447,0.0626,0.0564,0.00556,0.0129,0.0643,0
0,517,12505268224,5058,15606,16690,23239,1367,409744,25288.0,,,1445,97133,12367,4014,5015,616967,0.0168,0.0921,0.0253,0.197,0.00883,0.147,0.104,,,0.0466,0.0626,0.0582,0.00556,0.0129,0.0648,0
0,507,12498796544,5058,15606,16690,23695,1367,409744,25288.0,,,1445,97133,12816,4014,5169,618026,0.0168,0.0921,0.0253,0.191,0.00884,0.148,0.104,,,0.0466,0.0626,0.0582,0.00555,0.0129,0.0644,0
0,507,12491436032,5067,15140,16690,22942,1367,409744,25288.0,,,1445,97133,12816,4014,5169,616815,0.0168,0.0921,0.0253,0.198,0.00878,0.148,0.104,,,0.0466,0.0626,0.0582,0.00555,0.0133,0.0649,0
0,514,12488916992,5067,15615,16690,23710,1363,409744,25288.0,,,1445,93789,12816,4014,5169,614711,0.0168,0.0921,0.0253,0.198,0.0091,0.148,0.104,,,0.0477,0.0607,0.0582,0.00546,0.0133,0.0649,0
0,516,12485574656,5067,15615,16166,23710,1363,411757,25845.0,,,1445,93141,12816,4014,5169,616109,0.0168,0.0891,0.0253,0.198,0.0091,0.147,0.107,,,0.0477,0.0628,0.0582,0.00549,0.0133,0.0649,0
0,524,12486434816,5216,15615,16655,23710,1363,426212,25845.0,,,1445,98115,12816,4027,5169,636188,0.0168,0.0914,0.0258,0.198,0.0091,0.148,0.107,,,0.0477,0.0624,0.0585,0.00566,0.0133,0.0652,0
0,524,12485582848,5216,15615,17202,23710,1363,426212,25731.0,,,1445,101230,12816,4027,5166,639734,0.0173,0.0914,0.0258,0.198,0.0091,0.152,0.107,,,0.0477,0.0628,0.0585,0.00566,0.0133,0.0657,0
0,524,12485758976,5216,15615,17202,23710,1363,427657,25731.0,,,1474,101230,12816,4027,5166,641208,0.0173,0.0914,0.0258,0.198,0.00911,0.152,0.107,,,0.0477,0.0648,0.0585,0.00566,0.0133,0.0659,0
0,535,12484190208,5216,16033,17202,24076,1385,427657,25731.0,,,1474,101230,12816,4155,5166,642141,0.0173,0.0932,0.0259,0.198,0.00911,0.152,0.107,,,0.0462,0.0648,0.06,0.00566,0.0133,0.066,0
0,511,12489826304,5216,16065,17202,24131,1394,427657,25731.0,,,1474,101230,13141,4155,5299,642694,0.0173,0.0932,0.0259,0.198,0.00911,0.147,0.107,,,0.0476,0.0648,0.06,0.00548,0.0137,0.0657,0
0,509,12487139328,5216,16065,17202,24131,1394,427657,25731.0,,,1474,101230,13141,4155,5299,642694,0.0173,0.0932,0.0259,0.192,0.00911,0.153,0.108,,,0.0476,0.0648,0.06,0.00545,0.0137,0.0658,0
0,502,12483252224,5237,16065,17202,24131,1394,427657,25697.0,,,1474,101230,13141,4172,5299,642697,0.0173,0.0932,0.0265,0.198,0.00926,0.153,0.108,,,0.0489,0.0648,0.06,0.00566,0.0137,0.0666,0
0,502,12486279168,5237,16065,17329,24131,1394,427657,25390.0,,,1457,101230,13141,4172,5299,642500,0.0173,0.0932,0.0265,0.198,0.00926,0.153,0.108,,,0.0489,0.0648,0.0605,0.00566,0.0137,0.0666,0
0,526,12484464640,5374,16065,17329,24415,1394,427481,26214.0,,,1467,97662,13141,4172,5299,640010,0.0176,0.093,0.0265,0.198,0.00926,0.155,0.109,,,0.0489,0.0653,0.0605,0.00573,0.0137,0.0669,0
0,526,12486656000,5374,16065,17177,24415,1394,442363,26214.0,,,1516,101670,13450,4172,5327,659136,0.0177,0.0926,0.0265,0.198,0.00926,0.155,0.109,,,0.0489,0.0653,0.0616,0.00573,0.0132,0.0669,0
0,526,12488040448,5374,16065,17296,24415,1366,442363,26214.0,,,1466,105094,13450,4172,5327,662602,0.0177,0.0958,0.0265,0.198,0.00923,0.155,0.109,,,0.0489,0.0648,0.0616,0.00573,0.0138,0.0672,0
0,526,12490047488,5374,16443,17849,24415,1376,442363,26214.0,,,1455,105094,13450,4151,5283,663468,0.0177,0.0958,0.0265,0.198,0.00923,0.156,0.108,,,0.0489,0.0671,0.0616,0.00573,0.0138,0.0674,0
0,518,12494258176,5374,15892,17849,23639,1422,442363,26179.0,,,1522,105094,13541,4294,5453,662621,0.0177,0.0958,0.0269,0.198,0.00931,0.156,0.109,,,0.0474,0.0671,0.0616,0.00573,0.0138,0.0673,0
0,504,12493545472,5374,15782,17934,23477,1422,444320,26179.0,,,1522,105094,13541,4294,5453,664391,0.0177,0.0958,0.0269,0.198,0.00931,0.156,0.112,,,0.049,0.0671,0.0617,0.00576,0.014,0.0678,0
0,496,12490752000,5374,16555,17934,24888,1422,444320,26179.0,,,1522,105094,13541,4164,5453,666445,0.0175,0.0958,0.027,0.199,0.00931,0.158,0.112,,,0.0496,0.0671,0.0617,0.00576,0.014,0.068,0
0,519,12491313152,5407,16555,17934,24888,1423,444320,26179.0,,,1522,105094,13541,4321,5453,666636,0.0181,0.0958,0.027,0.199,0.00931,0.158,0.112,,,0.0496,0.0671,0.0626,0.00583,0.014,0.0682,0
0,519,12496375808,5499,16555,17934,24888,1423,444320,25597.0,,,1522,105094,13805,4321,5485,666443,0.0181,0.0958,0.027,0.199,0.00931,0.158,0.113,,,0.0496,0.065,0.0626,0.00583,0.014,0.0681,0
0,519,12491960320,5499,16555,17934,24888,1423,451131,26492.0,,,1501,101910,13805,4321,5485,670945,0.0181,0.0958,0.027,0.199,0.00931,0.158,0.113,,,0.0496,0.0673,0.0626,0.00583,0.014,0.0683,0
0,510,12491960320,5499,16763,17996,24888,1423,451131,26492.0,,,1552,103936,13858,4321,5485,673344,0.0181,0.0975,0.0273,0.199,0.00914,0.158,0.113,,,0.0496,0.0673,0.0626,0.00585,0.014,0.0684,0
0,510,12496244736,5499,16763,18242,24888,1423,451131,26451.0,,,1552,104657,13858,4321,5485,674269,0.0181,0.0975,0.0273,0.199,0.00943,0.158,0.113,,,0.0503,0.0657,0.0626,0.00585,0.0142,0.0684,0
0,500,12495388672,5499,16763,18242,24888,1436,451131,26451.0,,,1552,108190,13858,4243,5561,677814,0.0181,0.0975,0.0273,0.199,0.00943,0.156,0.113,,,0.0503,0.0662,0.0616,0.00585,0.0142,0.0681,0
0,508,12489629696,5499,16763,18242,25040,1436,453243,26451.0,,,1552,108190,13858,4404,5594,680272,0.0181,0.0979,0.0274,0.199,0.00943,0.16,0.111,,,0.0508,0.0684,0.0598,0.00585,0.0142,0.0685,0
0,525,12491165696,5499,16182,18242,25040,1444,453243,26451.0,,,1552,108190,13858,4404,5594,679699,0.0181,0.0979,0.0274,0.199,0.00943,0.16,0.115,,,0.0508,0.0684,0.0639,0.00567,0.0142,0.0692,0
0,517,12488781824,5400,16808,18242,25157,1444,458647,26451.0,,,1552,108166,13858,4404,5594,685722,0.0179,0.0979,0.0274,0.199,0.00945,0.16,0.115,,,0.0508,0.0684,0.0639,0.0057,0.0142,0.0692,0
0,526,12486217728,5596,16969,18242,25157,1444,458647,26451.0,,,1552,108166,14025,4406,5594,686248,0.0185,0.0979,0.0274,0.199,0.00945,0.155,0.115,,,0.0508,0.0684,0.0639,0.0059,0.0142,0.0688,0
0,526,12486823936,5596,16969,18317,25157,1444,458647,25586.0,,,1561,108166,14025,4406,5594,685468,0.0185,0.0995,0.0276,0.199,0.00945,0.161,0.115,,,0.0508,0.066,0.0639,0.0059,0.0139,0.0692,0
0,526,12485296128,5596,16969,17951,25434,1444,458647,26004.0,,,1569,108166,14025,4406,5613,685825,0.0185,0.0995,0.0276,0.199,0.00945,0.161,0.115,,,0.0508,0.0685,0.0639,0.0059,0.0145,0.0695,0
0,526,12485124096,5596,16969,18549,25434,1411,458647,26875.0,,,1569,108166,14025,4406,5613,687261,0.0185,0.0995,0.0276,0.193,0.00947,0.161,0.115,,,0.051,0.0685,0.0639,0.0059,0.0145,0.069,0
0,517,12482760704,5503,17015,18549,25434,1425,465336,26875.0,,,1569,109446,14025,4406,5656,695240,0.0184,0.0995,0.0268,0.199,0.00947,0.162,0.115,,,0.051,0.0685,0.0641,0.0059,0.0145,0.0696,0
0,500,12484546560,5700,17015,18549,25434,1465,465336,26875.0,,,1569,109446,14025,4406,5656,695478,0.0184,0.0995,0.0267,0.199,0.00947,0.162,0.116,,,0.0495,0.0691,0.065,0.00592,0.0145,0.0696,0
0,500,12490858496,5700,17265,18549,25434,1465,465336,26875.0,,,1569,109446,13861,4458,5656,695615,0.0184,0.0983,0.0276,0.199,0.00947,0.162,0.117,,,0.0511,0.0691,0.065,0.00592,0.0145,0.0698,0
0,510,12490670080,5707,17265,18549,25403,1465,465336,26875.0,,,1565,105879,14304,4458,5656,692461,0.0184,0.0968,0.0278,0.199,0.00944,0.162,0.117,,,0.0511,0.0691,0.065,0.00592,0.0145,0.0697,0
0,522,12488843264,5707,17265,18549,25403,1465,465336,26875.0,,,1565,109501,14304,4318,5656,695943,0.018,0.1,0.0278,0.199,0.00944,0.162,0.117,,,0.0511,0.0691,0.065,0.00597,0.0142,0.07,0
0,522,12493197312,5707,17265,17975,25587,1465,465336,27051.0,,,1586,109501,14304,4452,5656,695884,0.0181,0.1,0.0278,0.199,0.00944,0.162,0.117,,,0.0511,0.0691,0.065,0.00597,0.0147,0.07,0
0,522,12491800576,5707,17265,18502,25587,1465,472736,27051.0,,,1586,111059,14304,4452,5521,705233,0.0187,0.1,0.0278,0.199,0.00944,0.162,0.117,,,0.0518,0.0691,0.065,0.00597,0.0147,0.0701,0
0,511,12492181504,5707,17265,18786,25587,1423,472736,26432.0,,,1586,111059,14304,4452,5721,705055,0.0187,0.1,0.0278,0.199,0.00955,0.162,0.114,,,0.0518,0.0697,0.065,0.00596,0.0142,0.0699,0
0,505,12490162176,5707,16678,18786,25587,1463,472736,27232.0,,,1586,111059,14304,4513,5721,705370,0.0187,0.1,0.0278,0.192,0.00955,0.164,0.115,,,0.0518,0.0697,0.0635,0.00596,0.0146,0.0694,0
0,507,12487983104,5707,17225,18786,25521,1463,472736,27232.0,,,1586,111059,14304,4513,5721,705852,0.0187,0.1,0.0278,0.193,0.00955,0.164,0.115,,,0.0518,0.0697,0.0661,0.00596,0.0146,0.0697,0
0,515,12488048640,5799,17423,18786,25521,1463,472736,27232.0,,,1586,111059,14304,4513,5721,706142,0.0187,0.1,0.0278,0.199,0.00955,0.164,0.114,,,0.0514,0.0697,0.0661,0.00596,0.0146,0.0701,0
0,524,12487176192,5791,17423,18786,25521,1463,472736,27232.0,,,1538,111059,13937,4513,5721,705720,0.0187,0.0999,0.0278,0.199,0.00927,0.164,0.119,,,0.0514,0.0697,0.0661,0.00598,0.0146,0.0704,0
0,524,12486000640,5791,17423,18786,25665,1463,472736,27232.0,,,1585,111192,14462,4526,5721,706582,0.0187,0.0999,0.0278,0.199,0.00958,0.164,0.119,,,0.0517,0.0702,0.0661,0.00598,0.0146,0.0705,0
0,524,12484165632,5791,17423,18786,25665,1467,472736,26291.0,,,1592,112070,14462,4526,5721,706530,0.0187,0.0997,0.0278,0.199,0.00958,0.164,0.119,,,0.0517,0.0702,0.0661,0.00598,0.0146,0.0705,0
0,510,12487520256,5791,17423,18204,25665,1467,477930,27531.0,,,1592,112070,14462,4526,5529,712190,0.0188,0.0997,0.028,0.199,0.00935,0.164,0.119,,,0.0517,0.0701,0.0641,0.00599,0.0147,0.0704,0
0,510,12487942144,5791,17423,18079,25665,1477,477930,26613.0,,,1592,112070,14462,4559,5577,711238,0.0189,0.0997,0.028,0.199,0.00966,0.164,0.119,,,0.0517,0.0701,0.0645,0.00599,0.0147,0.0705,0
0,524,12491223040,5791,17505,18941,25665,1477,477930,27518.0,,,1592,112070,14462,4559,5785,713295,0.0189,0.0997,0.028,0.199,0.00966,0.164,0.119,,,0.0517,0.0701,0.0666,0.00601,0.0148,0.0707,0
0,509,12492644352,5791,17505,18941,25665,1477,477930,27518.0,,,1592,112070,14462,4559,5785,713295,0.0189,0.0997,0.028,0.199,0.00966,0.164,0.12,,,0.0517,0.0701,0.0666,0.00601,0.0148,0.0707,0
0,522,12492226560,5791,17505,18941,25773,1477,477930,27518.0,,,1586,112070,14462,4559,5785,713397,0.0189,0.0997,0.028,0.193,0.00966,0.164,0.12,,,0.0504,0.0701,0.0666,0.00601,0.0148,0.0701,0
0,522,12492845056,5620,17505,18941,25773,1477,477930,27518.0,,,1586,112070,14461,4554,5785,713220,0.0189,0.0963,0.027,0.199,0.00966,0.164,0.12,,,0.05,0.0702,0.0666,0.00601,0.0148,0.0703,0
0,522,12499562496,5837,17505,18941,25773,1476,477930,27518.0,,,1597,112838,14461,4554,5785,714215,0.0189,0.0984,0.0272,0.199,0.0096,0.16,0.12,,,0.0521,0.0702,0.0666,0.00601,0.0148,0.0702,0
0,522,12500099072,5837,17498,19071,25773,1476,477930,27518.0,,,1597,112681,14095,4554,5785,713815,0.0182,0.0984,0.0274,0.199,0.0096,0.165,0.12,,,0.0521,0.0704,0.0666,0.00601,0.0148,0.0706,0
0,514,12498186240,5837,17498,19071,25773,1478,449630,26601.0,,,1597,112681,14550,4574,5785,685074,0.0183,0.0984,0.0282,0.199,0.0096,0.165,0.12,,,0.0521,0.0704,0.0666,0.00583,0.0148,0.0707,0
0,517,12499554304,5837,17555,19071,25773,1478,449630,27780.0,,,1597,112681,14550,4574,5609,686136,0.019,0.0984,0.0281,0.199,0.00962,0.165,0.12,,,0.0521,0.0704,0.0646,0.00602,0.0148,0.0706,0
0,505,12499431424,5837,17555,19071,25820,1478,481513,26719.0,,,1597,112681,14530,4574,5770,717144,0.019,0.0984,0.0281,0.199,0.00962,0.165,0.12,,,0.0523,0.0704,0.0643,0.00602,0.0148,0.0706,0
0,512,12514615296,5837,17555,19071,25851,1476,481513,27664.0,,,1597,112681,14530,4574,5612,717961,0.019,0.0984,0.0281,0.199,0.00962,0.165,0.12,,,0.0523,0.0704,0.0669,0.00602,0.0148,0.0708,0
0,521,12520173568,5848,17555,18513,25851,1476,481513,27664.0,,,1596,112681,14530,4574,5797,717599,0.019,0.0973,0.0281,0.199,0.00957,0.165,0.12,,,0.0523,0.0704,0.0669,0.00602,0.0148,0.0707,0
0,521,12524826624,5848,17522,19104,25851,1476,481513,27664.0,,,1596,112681,14530,4574,5797,718157,0.019,0.0973,0.0281,0.192,0.00957,0.165,0.12,,,0.0523,0.0704,0.0669,0.00602,0.0148,0.0702,0
0,521,12529950720,5848,17586,19104,25851,1476,481513,27664.0,,,1588,112814,14530,4573,5797,718344,0.019,0.0973,0.028,0.199,0.00957,0.165,0.12,,,0.0523,0.0704,0.0669,0.00602,0.0148,0.0708,0
0,521,12528119808,5682,17586,19104,25905,1476,481513,27664.0,,,1588,113316,14530,4592,5797,718753,0.0184,0.0946,0.0279,0.199,0.00914,0.165,0.12,,,0.0518,0.0707,0.0669,0.00602,0.0148,0.0704,0
0,536,12526010368,5867,17586,18998,25905,1476,481513,27812.0,,,1588,113316,14080,4592,5800,718533,0.019,0.0977,0.0279,0.199,0.00944,0.165,0.121,,,0.0518,0.0707,0.0648,0.00604,0.0148,0.0706,0
0,510,12528885760,5867,17586,18998,25930,1476,481513,27812.0,,,1588,113316,14593,4592,5800,719071,0.019,0.0977,0.0279,0.199,0.00944,0.165,0.121,,,0.0518,0.0707,0.0652,0.00603,0.0148,0.0706,0
0,510,12530012160,5857,17586,18998,25930,1476,469064,27812.0,,,1588,113316,14539,4592,5800,706558,0.019,0.097,0.0279,0.199,0.00944,0.165,0.121,,,0.0518,0.0707,0.0672,0.00603,0.0148,0.0707,0
0,510,12529754112,5857,16935,18998,25930,1428,465837,27645.0,,,1588,113316,14539,4592,5800,702465,0.019,0.097,0.0279,0.199,0.00947,0.166,0.121,,,0.0518,0.0707,0.067,0.00603,0.0148,0.0708,0
0,521,12524138496,5857,17559,18998,25930,1419,483141,27645.0,,,1530,113359,14539,4592,5791,720360,0.019,0.097,0.028,0.199,0.00947,0.166,0.121,,,0.0518,0.0704,0.067,0.00603,0.0148,0.0707,0
0,521,12530319360,5857,16942,18876,25930,1465,483141,27645.0,,,1582,113359,14539,4592,5791,719720,0.019,0.097,0.0277,0.199,0.00947,0.165,0.121,,,0.0518,0.0675,0.067,0.00603,0.0148,0.0704,0
0,512,12529258496,5857,17522,18876,25930,1465,483141,27855.0,,,1582,113104,14539,4569,5798,720238,0.0189,0.097,0.0277,0.199,0.00947,0.165,0.12,,,0.0518,0.068,0.067,0.00601,0.0148,0.0705,0
0,512,12527370240,5857,17522,18876,25930,1465,483141,27855.0,,,1582,113104,14539,4569,5798,720238,0.0189,0.097,0.0277,0.199,0.00947,0.165,0.12,,,0.052,0.0703,0.067,0.00601,0.0148,0.0707,0
0,520,12527157248,5849,17522,18256,25860,1465,483141,27855.0,,,1582,113104,14545,4569,5798,719546,0.0189,0.0963,0.0277,0.199,0.00943,0.165,0.12,,,0.0518,0.0703,0.067,0.00579,0.0148,0.0706,0
0,514,12528062464,5849,17522,18989,25860,1465,483024,27855.0,,,1582,113104,14545,4569,5798,720162,0.0189,0.0963,0.0277,0.199,0.00943,0.165,0.12,,,0.0518,0.0703,0.067,0.00599,0.0148,0.0706,0
0,520,12531658752,5849,17522,18989,25860,1465,483024,27636.0,,,1582,113124,14517,4569,5798,719936,0.0189,0.0963,0.0277,0.199,0.00945,0.165,0.12,,,0.0518,0.0703,0.0669,0.00599,0.0148,0.0706,0
0,528,12527710208,5849,17522,18989,25860,1465,483024,27636.0,,,1582,113152,14517,4569,5803,719969,0.0189,0.0928,0.0277,0.199,0.00945,0.165,0.12,,,0.0518,0.0703,0.0669,0.00599,0.0148,0.0703,0
