i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_system
0,1586,13264216064,1475,4676,4987,8685,617,121656,1850.0,8987,523,28944,3926,1247.0,1663,189236,0.00629,0.0282,0.00689,0.101,0.00326,0.0485,0.00164,0.0368,0.0151,0.0184,0.0175,0.00328,0.00418,0.0243
0,1586,13262127104,1581,4676,4987,8685,617,121656,1810.0,9076,523,28944,3926,1247.0,1663,189391,0.00629,0.0282,0.00689,0.101,0.00332,0.0525,0.0016,0.0371,0.0151,0.0211,0.0197,0.00328,0.00418,0.0251
0,1552,13264306176,1581,4676,4987,9162,617,121656,1770.0,9166,552,28944,3926,1247.0,1715,189999,0.00607,0.0281,0.00689,0.101,0.00368,0.0525,0.00156,0.0375,0.0151,0.0211,0.0197,0.00336,0.00439,0.0251
0,1630,13257863168,1581,5048,5200,9162,617,126837,1729.0,9255,552,29781,3926,1315.0,1715,196720,0.00668,0.0288,0.00689,0.101,0.00368,0.0525,0.00153,0.0379,0.0151,0.0211,0.0197,0.0034,0.00439,0.0253
0,1630,13254369280,1581,5048,5200,9162,654,126837,1689.0,9345,552,29987,4033,1315.0,1715,197118,0.00668,0.0324,0.00689,0.101,0.00368,0.054,0.00149,0.0364,0.0151,0.0223,0.0197,0.0034,0.00439,0.0257
0,1630,13249679360,1671,5301,5200,9162,654,126837,1649.0,9434,559,29888,4168,1315.0,1715,197554,0.00668,0.0324,0.00689,0.106,0.00368,0.0558,0.00146,0.0403,0.0158,0.0223,0.0197,0.0034,0.00424,0.0265
0,1630,13251678208,1671,5301,5200,9162,654,126837,1601.0,9524,580,33839,4512,1315.0,1715,201911,0.00676,0.0324,0.00741,0.109,0.00368,0.0582,0.00139,0.0407,0.0158,0.0232,0.0197,0.0034,0.00473,0.0272
0,1630,13255663616,1757,5301,5200,9621,654,138482,1561.0,9613,580,33839,4512,1315.0,1695,214129,0.00702,0.0324,0.00771,0.109,0.00387,0.0582,0.00135,0.041,0.0158,0.0232,0.0197,0.0034,0.00473,0.0273
0,1601,13253804032,1757,5301,5353,9621,654,138482,1521.0,10157,580,33839,4512,1422.0,1973,215170,0.00702,0.0324,0.00771,0.109,0.00387,0.0582,0.00132,0.0414,0.0167,0.0232,0.0213,0.0034,0.00473,0.0275
0,1565,13248942080,1757,5301,5390,9621,654,146195,1481.0,10250,580,33839,4512,1422.0,1973,222974,0.00702,0.0324,0.00771,0.109,0.00387,0.0582,0.00128,0.0418,0.0167,0.0232,0.0215,0.00354,0.00484,0.0276
0,1599,13249306624,1757,5301,5567,10081,654,146195,1441.0,10344,561,33839,4512,1422.0,1973,223646,0.00702,0.0324,0.00771,0.109,0.00387,0.0582,0.00125,0.0422,0.0167,0.0232,0.0222,0.00354,0.00499,0.0277
0,1599,13250174976,1757,5134,6053,10081,654,146195,1400.0,10438,612,33839,4512,1493.0,1973,224140,0.00679,0.0336,0.00771,0.113,0.00387,0.0582,0.00121,0.0426,0.0167,0.0232,0.0222,0.00354,0.00499,0.0281
0,1599,13252001792,1757,6004,6053,10081,633,146195,1360.0,10531,612,35157,4512,1493.0,1973,226361,0.00751,0.0325,0.00823,0.113,0.00387,0.0607,0.00118,0.043,0.0167,0.0241,0.0222,0.00354,0.00499,0.0285
0,1599,13254840320,1757,6004,6053,10081,691,146195,1203.0,10625,612,35157,5017,1493.0,1973,226860,0.00751,0.0365,0.00823,0.113,0.00404,0.0628,0.00114,0.0416,0.0162,0.0253,0.0222,0.00354,0.00522,0.0289
0,1599,13261090816,1934,6004,6053,10081,691,146195,1318.0,10718,619,36986,5017,1493.0,2043,229152,0.00751,0.0365,0.00875,0.118,0.00404,0.0628,0.00108,0.0455,0.018,0.0253,0.0222,0.00354,0.00522,0.0298
0,1626,13264093184,1934,6004,6053,10655,691,155074,1276.0,10812,623,36986,5017,1493.0,2043,238662,0.00751,0.0365,0.00875,0.118,0.00404,0.0628,0.00104,0.0459,0.018,0.0253,0.0232,0.00352,0.00522,0.0299
0,1612,13267156992,1934,6004,6053,10655,691,155074,1235.0,11242,643,36986,5017,1493.0,2090,239117,0.00766,0.0385,0.00875,0.122,0.00404,0.0628,0.00101,0.0463,0.0188,0.0253,0.0232,0.00371,0.00522,0.0306
0,1599,13259423744,1934,6004,6053,10984,691,164153,1193.0,11338,643,36986,5017,1586.0,2167,248749,0.0079,0.0385,0.00875,0.122,0.00404,0.0628,0.000976,0.0467,0.0188,0.0268,0.0232,0.00371,0.00522,0.0308
0,1599,13262532608,1934,6253,6660,11335,705,164153,1152.0,11435,663,38607,5017,1586.0,2167,251666,0.0079,0.0385,0.00875,0.122,0.00417,0.0661,0.000942,0.0471,0.0188,0.0268,0.0243,0.00371,0.00547,0.0312
0,1599,13272129536,1934,6253,6660,11335,705,164153,1110.0,11531,663,40229,5017,1637.0,2167,253394,0.0079,0.0385,0.00929,0.122,0.00417,0.0661,0.000908,0.0475,0.0188,0.0268,0.0243,0.00371,0.00547,0.0313
0,1599,13267202048,2025,6449,6660,11335,705,164153,1092.0,11628,663,40229,5017,1692.0,2167,253815,0.00821,0.0385,0.00929,0.125,0.00404,0.0639,0.000874,0.0479,0.0188,0.0268,0.0243,0.00371,0.00547,0.0314
0,1599,13268320256,2099,6677,6660,11335,725,164153,1050.0,11986,663,40229,5299,1692.0,2167,254733,0.00821,0.0372,0.00929,0.125,0.00401,0.0699,0.000843,0.0483,0.0195,0.0281,0.0243,0.00371,0.00574,0.032
0,1599,13265711104,2099,6677,6660,11335,725,171310,1008.0,12084,663,40229,5603,1753.0,2270,262414,0.00821,0.0402,0.00929,0.132,0.00437,0.0699,0.000809,0.0487,0.0204,0.0281,0.0243,0.00371,0.00574,0.0329
0,1642,13264605184,2099,6903,6660,11821,725,171310,965.0,12183,663,40229,5603,1753.0,2270,263183,0.00821,0.0402,0.00959,0.132,0.00437,0.0699,0.000775,0.0504,0.0204,0.0281,0.0255,0.00371,0.00574,0.0332
0,1632,13267582976,2099,6903,6660,11821,745,171310,923.0,12282,687,41744,5603,1753.0,2270,264799,0.00821,0.0421,0.0099,0.132,0.00437,0.0699,0.000741,0.0508,0.0204,0.0281,0.0255,0.00369,0.00574,0.0334
0,1626,13267111936,2099,6903,6967,11821,745,171310,881.0,12380,709,41744,5603,1753.0,2270,265184,0.00859,0.0421,0.0099,0.132,0.00437,0.072,0.000706,0.0513,0.0204,0.029,0.0265,0.00366,0.00574,0.0338
0,1602,13274087424,2099,6903,6733,12466,745,181393,670.0,12479,709,41744,5603,1753.0,2343,275639,0.00879,0.0421,0.0104,0.134,0.00448,0.0743,0.000672,0.0517,0.0204,0.0306,0.0265,0.00389,0.00592,0.0345
0,1602,13276258304,2167,6903,6687,12466,759,181393,775.0,12831,709,40505,5603,1753.0,2343,274893,0.00879,0.0421,0.0104,0.134,0.00456,0.0767,0.000638,0.0521,0.0204,0.0306,0.0265,0.00389,0.00626,0.0348
0,1602,13273468928,2340,6903,7329,12782,759,187779,733.0,12932,709,44015,5802,1887.0,2343,286313,0.00879,0.0421,0.0104,0.134,0.00456,0.0767,0.000603,0.0525,0.0204,0.0306,0.0265,0.00389,0.00626,0.0348
0,1602,13277519872,2340,7100,7329,12782,759,187779,691.0,13033,725,45220,5802,1887.0,2343,287790,0.00879,0.0421,0.0104,0.14,0.00456,0.0767,0.000346,0.0529,0.0219,0.0306,0.0265,0.00389,0.00626,0.0354
0,1627,13281095680,2340,7149,7329,12782,759,187779,649.0,13133,725,45534,5953,1887.0,2423,288443,0.00879,0.044,0.0104,0.14,0.00456,0.0767,0.000346,0.0543,0.0226,0.0306,0.0273,0.00389,0.00626,0.0358
0,1628,13273092096,2340,7179,7615,12782,790,187779,607.0,13234,725,47010,5995,1887.0,2560,290503,0.00879,0.0455,0.0104,0.14,0.00469,0.0767,0.000346,0.0548,0.0226,0.0306,0.0282,0.00394,0.00626,0.0361
0,1600,13276700672,2340,7700,7615,12782,790,187779,566.0,13334,725,47010,6201,1887.0,2560,291289,0.00879,0.0455,0.0108,0.143,0.00469,0.0767,0.000421,0.0552,0.0226,0.0306,0.0282,0.00392,0.00626,0.0364
0,1627,13268570112,2340,7700,7615,12782,798,187779,553.0,13435,746,47010,6201,1924.0,2560,291443,0.00924,0.0455,0.0108,0.143,0.00469,0.0767,0.000387,0.0556,0.0226,0.0306,0.0282,0.00405,0.00626,0.0364
0,1627,13268652032,2396,7700,7751,13423,798,201071,509.0,13536,746,47010,6201,1971.0,2560,305673,0.00895,0.0455,0.0113,0.143,0.00482,0.0789,0.000354,0.056,0.0226,0.0313,0.0282,0.00405,0.00644,0.0368
0,1627,13270106112,2396,7700,7751,13423,798,201071,465.0,13150,746,48235,6201,2036.0,2560,306533,0.00983,0.0455,0.0113,0.152,0.00482,0.0833,0.000321,0.0564,0.0226,0.031,0.0288,0.00405,0.00667,0.0381
0,1627,13269766144,2449,7700,7751,13798,798,201071,421.0,14168,746,48235,6201,2036.0,2560,307935,0.00983,0.0483,0.0113,0.152,0.00482,0.0833,0.000288,0.0569,0.0226,0.0335,0.0299,0.00405,0.00667,0.0386
0,1627,13266313216,2467,7700,7987,13798,798,201071,376.0,14272,724,48235,5978,2036.0,2560,308003,0.00983,0.0487,0.0113,0.152,0.00494,0.0833,,0.0573,0.0232,0.0335,0.0299,0.00405,0.00667,0.0387
0,1584,13266165760,2556,7856,8243,13798,811,201071,,14376,800,48235,6416,2036.0,2480,308678,0.00983,0.0487,0.0116,0.152,0.00494,0.0833,,0.059,0.0246,0.0335,0.0299,0.00409,0.00667,0.039
0,1629,13265268736,2556,8065,8243,13798,811,201071,,14480,800,49951,6416,2036.0,2565,310791,0.00983,0.0487,0.012,0.152,0.00494,0.0833,,0.0594,0.0246,0.0335,0.0299,0.00409,0.00667,0.0391
0,1581,13270667264,2556,8121,8243,13798,815,212009,,14584,800,49951,6637,2036.0,2746,322296,0.00983,0.0487,0.012,0.154,0.00494,0.0853,,0.0598,0.0246,0.0335,0.0304,0.00409,0.00667,0.0395
0,1605,13273296896,2556,8410,8243,14482,843,212009,,14688,800,49951,6637,1973.0,2746,323337,0.00983,0.0487,0.012,0.154,0.00494,0.0853,,0.0603,0.0246,0.035,0.0304,0.00407,0.00708,0.0397
0,1610,13272010752,2468,8410,8575,14482,843,218242,,14791,800,49951,6637,2110.0,2746,330054,0.0104,0.0487,0.0116,0.154,0.00512,0.0853,,0.0607,0.0246,0.035,0.0314,0.0041,0.00708,0.0398
0,1635,13160710144,2653,8410,8575,14482,853,218242,,14895,800,48243,6637,2209.0,2746,328745,0.0107,0.0487,0.0126,0.154,0.00527,0.0879,,0.0611,0.0253,0.035,0.0314,0.00422,0.00708,0.0403
0,1635,13159833600,2653,8410,8575,14032,853,218242,,14511,800,49938,6769,2209.0,2746,329737,0.0107,0.0487,0.0126,0.163,0.00527,0.0908,,0.0615,0.0253,0.0339,0.0314,0.00422,0.00708,0.0412
0,1635,13158703104,2653,8410,8575,13935,853,218242,,15424,789,53684,6769,2209.0,2746,334288,0.0107,0.0519,0.0126,0.164,0.00527,0.0908,,0.0628,0.0253,0.0359,0.0314,0.00422,0.00708,0.0419
0,1610,13046829056,2774,8147,8888,14871,853,218242,,15530,810,53684,7103,2209.0,2946,336057,0.0107,0.0519,0.0126,0.164,0.00527,0.0919,,0.0632,0.0253,0.0359,0.0319,0.0041,0.00708,0.042
0,1638,13051355136,2774,8091,9049,14871,853,228730,,15636,864,53684,7103,2209.0,2946,346811,0.0107,0.0519,0.0132,0.164,0.00527,0.0919,,0.0636,0.0268,0.0369,0.0319,0.00426,0.00741,0.0423
0,1590,13054758912,2774,8662,9049,15837,853,231432,,15742,864,53684,7103,2245.0,2946,351192,0.0107,0.0519,0.0132,0.164,0.00527,0.0919,,0.0641,0.0272,0.0382,0.0329,0.00426,0.00741,0.0426
0,1590,13058273280,2774,9149,9049,15837,857,231432,,15848,864,53684,7103,2245.0,2946,351788,0.0107,0.0519,0.0132,0.164,0.00517,0.0919,,0.0645,0.0272,0.0382,0.0339,0.00426,0.00757,0.0427
0,1590,13060493312,2774,9149,9049,15837,863,231432,,15981,864,55763,7103,2374.0,2946,354136,0.0104,0.0519,0.0132,0.165,0.00547,0.0919,,0.0649,0.0272,0.0382,0.0339,0.00426,0.00757,0.0429
0,1625,13059055616,2690,9149,9316,15837,891,231432,,16092,864,56592,7103,2374.0,2946,355288,0.0113,0.0543,0.0128,0.165,0.00566,0.0919,,0.064,0.0272,0.0382,0.0339,0.00436,0.00757,0.0431
0,1625,13055385600,2672,9149,9624,16017,858,231432,,16204,864,56592,7103,2374.0,2946,355836,0.0113,0.0543,0.0137,0.173,0.00566,0.0973,,0.064,0.0272,0.0382,0.0339,0.00436,0.00757,0.0442
0,1625,13054947328,2937,9149,9624,16017,906,231432,,16315,864,56592,7609,2374.0,3109,356929,0.0113,0.0543,0.0137,0.173,0.00566,0.0973,,0.064,0.0272,0.0388,0.0339,0.00436,0.00795,0.0443
0,1584,13054877696,2937,9279,9624,16017,906,239149,,15818,908,56592,7609,2374.0,3109,364323,0.0113,0.0525,0.0141,0.173,0.00566,0.0987,,0.0617,0.0272,0.0388,0.0328,0.00441,0.00795,0.044
0,1632,13053419520,2937,9279,9624,16017,906,251033,,16838,908,58383,7609,2374.0,2998,378907,0.0113,0.0558,0.0146,0.173,0.00566,0.0987,,0.0655,0.0284,0.0388,0.0326,0.00441,0.00795,0.0448
0,1582,13051310080,2937,9279,9805,16017,906,251033,,16951,908,58788,7609,2374.0,3168,379775,0.0113,0.0558,0.0146,0.175,0.00573,0.0987,,0.0655,0.0287,0.0405,0.0346,0.00441,0.00795,0.0452
0,1607,13043068928,2937,9492,9805,16760,906,251033,,16988,908,60668,7609,2421.0,3168,382695,0.0113,0.0558,0.0146,0.175,0.00573,0.0987,,0.0655,0.0287,0.0405,0.0365,0.0044,0.00807,0.0454
0,1612,13039812608,3050,9558,9805,16760,906,251033,,17201,908,60668,7609,2540.0,3168,383206,0.0118,0.0591,0.0146,0.175,0.00573,0.0987,,0.0655,0.0287,0.0405,0.0365,0.00443,0.00807,0.0457
0,1638,13029699584,3050,9899,9805,16760,938,251033,,17321,908,61619,7609,2540.0,3168,384650,0.0119,0.0591,0.0146,0.183,0.00592,0.0987,,0.0679,0.0287,0.0405,0.0365,0.00457,0.00807,0.0466
0,1638,13023281152,3110,9899,10327,16760,938,251033,,17485,908,61619,7609,2540.0,3168,385396,0.0119,0.0591,0.0141,0.183,0.00592,0.103,,0.0679,0.0287,0.0405,0.0365,0.00457,0.00841,0.047
0,1598,13022363648,3110,9899,10327,16159,938,253468,,17606,916,61619,7551,2540.0,3343,387475,0.0119,0.0591,0.015,0.183,0.00592,0.103,,0.0679,0.0302,0.0411,0.0365,0.00459,0.00841,0.0472
0,1598,13018816512,3110,10015,10327,17053,938,253468,,17726,909,61619,8182,2540.0,3343,389229,0.0119,0.0591,0.015,0.183,0.00592,0.0999,,0.0679,0.0302,0.0419,0.0365,0.00459,0.00841,0.047
0,1633,13023739904,3110,10015,10327,17293,938,262673,,17846,954,61619,8182,2540.0,3343,398838,0.0119,0.0591,0.0155,0.183,0.00592,0.104,,0.0679,0.0303,0.0432,0.0365,0.00459,0.00843,0.0476
0,1633,13018263552,3168,10015,10005,17413,938,262673,,17967,954,61619,8182,2540.0,3359,398832,0.0119,0.0603,0.0155,0.183,0.00572,0.104,,0.0688,0.0303,0.0432,0.0352,0.00459,0.00843,0.0477
0,1602,13015941120,3286,10015,10428,18012,952,262673,,18047,954,64658,8182,2540.0,3359,403104,0.0122,0.0603,0.0155,0.177,0.00602,0.104,,0.072,0.0303,0.0432,0.0377,0.00459,0.00843,0.0476
0,1578,13017206784,3286,10015,10428,18012,956,262673,,18047,954,64658,8182,2567.0,3359,403136,0.0122,0.0603,0.0155,0.184,0.0062,0.104,,0.072,0.0303,0.0432,0.0389,0.00459,0.00843,0.0484
0,1593,13018046464,3321,10356,10428,18012,956,262673,,18047,954,64658,8182,2700.0,3359,403646,0.0124,0.0628,0.0155,0.191,0.0062,0.108,,0.072,0.0303,0.0432,0.0389,0.00474,0.00843,0.0494
0,1593,13016809472,3321,10356,10891,18012,956,271653,,18584,989,64658,8182,2700.0,3359,413661,0.0124,0.0628,0.0155,0.191,0.0062,0.109,,0.072,0.0303,0.0432,0.0389,0.00474,0.00877,0.0495
0,1639,13016543232,3321,10356,10891,18198,956,271653,,18709,989,64658,8182,2700.0,3359,413971,0.0124,0.0628,0.015,0.191,0.0062,0.109,,0.072,0.0318,0.0418,0.0389,0.00474,0.00877,0.0495
0,1639,13010919424,3321,10455,10891,18198,956,275141,,18750,987,64658,8278,2700.0,3450,417785,0.0124,0.0628,0.0163,0.191,0.0062,0.109,,0.072,0.0318,0.0436,0.0389,0.00474,0.00877,0.0497
0,1639,13008027648,3321,10455,10891,18198,984,275141,,18750,987,64658,8668,2700.0,3450,418202,0.0127,0.0629,0.0163,0.191,0.0062,0.109,,0.072,0.0317,0.0449,0.0389,0.00474,0.00848,0.0499
0,1639,13002940416,3321,10455,10891,18198,984,275141,,18750,987,67273,8668,2700.0,3450,420818,0.0127,0.0629,0.0163,0.191,0.0062,0.109,,0.0725,0.0317,0.0449,0.0389,0.00474,0.0088,0.0499
0,1639,12845694976,3334,10821,10891,18779,984,275141,,18750,987,67273,8668,2721.0,3450,421798,0.0127,0.0629,0.0163,0.191,0.00598,0.112,,0.0728,0.0317,0.0449,0.0389,0.00474,0.0088,0.0502
0,1557,12844507136,3359,10821,10507,18815,953,277367,,18750,987,67273,8668,2809.0,3450,423760,0.0127,0.0629,0.0163,0.191,0.00612,0.112,,0.0752,0.0317,0.0449,0.0402,0.00475,0.0088,0.0506
0,1578,12808318976,3480,10821,10953,18815,947,287101,,19258,1007,67273,8668,2809.0,3553,434685,0.0127,0.0629,0.0168,0.191,0.00642,0.113,,0.0752,0.0317,0.0451,0.0402,0.00469,0.00905,0.0507
0,1583,12739579904,3480,10821,11304,18815,981,287101,,19323,1007,67273,8722,2809.0,3553,435190,0.0127,0.0631,0.0168,0.192,0.00642,0.113,,0.0752,0.0317,0.0451,0.0402,0.00472,0.00905,0.0509
0,1606,12721954816,3480,10821,11304,18815,981,287101,,19323,1016,67273,8722,2809.0,3553,435199,0.0131,0.0661,0.0168,0.192,0.00642,0.113,,0.0752,0.0328,0.0461,0.0402,0.00486,0.00905,0.0513
0,1639,12724396032,3480,10484,11304,18815,981,289412,,19323,1016,67273,8722,2809.0,3553,437173,0.0131,0.0661,0.0168,0.192,0.00642,0.113,,0.0752,0.0328,0.0461,0.0402,0.00486,0.00915,0.0513
0,1639,12722159616,3480,10412,11304,18815,1004,289412,,19323,1016,69333,8722,2809.0,3553,439184,0.0131,0.0661,0.017,0.192,0.00642,0.113,,0.0752,0.0331,0.0461,0.0388,0.00486,0.00915,0.0513
0,1639,12723896320,3516,10938,11304,18815,1004,289412,,19323,1034,69333,8921,2809.0,3436,439846,0.0131,0.0661,0.017,0.192,0.00642,0.116,,0.0752,0.0331,0.0463,0.0406,0.00486,0.00915,0.0517
0,1559,12719292416,3516,10963,11389,19367,1004,289412,,19323,1034,69333,8921,2893.0,3590,440744,0.0131,0.0661,0.017,0.187,0.0066,0.116,,0.0759,0.0331,0.0463,0.0418,0.00488,0.00915,0.0514
0,1559,12725370880,3516,11353,11389,19367,1004,289412,,19754,1034,69333,8938,2909.0,3590,441600,0.0127,0.0667,0.0175,0.189,0.00664,0.116,,0.0778,0.0331,0.0474,0.0418,0.00488,0.00943,0.0519
0,1581,12725424128,3610,11353,11421,18686,1004,299289,,19754,1034,69333,8938,2909.0,3594,450927,0.0132,0.0667,0.0175,0.195,0.00664,0.116,,0.0778,0.0331,0.0474,0.0418,0.00488,0.00937,0.0525
0,1640,12723724288,3610,11353,11851,19510,1008,299289,,19721,1034,71216,8938,2909.0,3720,454160,0.0132,0.0667,0.0175,0.195,0.00664,0.116,,0.0778,0.0331,0.0474,0.0418,0.00494,0.00937,0.0525
0,1640,12727488512,3610,11353,11851,19510,1008,299289,,19721,1048,71221,8938,2909.0,3720,454178,0.0132,0.0681,0.0175,0.195,0.00664,0.116,,0.0778,0.0336,0.0474,0.0418,0.00494,0.00937,0.0526
0,1640,12725239808,3610,11353,11851,19510,1008,289206,,19721,1010,71221,8916,2909.0,3720,444037,0.0137,0.0681,0.0175,0.195,0.00664,0.116,,0.0778,0.0336,0.0475,0.0417,0.00494,0.00937,0.0527
0,1640,12722282496,3610,11353,11851,19510,1036,299778,,19721,1039,71221,9239,2970.0,3720,455048,0.0137,0.0681,0.0175,0.195,0.00664,0.118,,0.0778,0.0336,0.0475,0.0417,0.00494,0.00937,0.0529
0,1600,12724199424,3651,10978,11851,19510,1036,299778,,19721,1039,71221,9239,2970.0,3720,454713,0.0137,0.0688,0.0175,0.195,0.00664,0.115,,0.0792,0.0336,0.0475,0.0427,0.00494,0.00937,0.0528
0,1574,12728819712,3651,11389,11731,19854,1036,299778,,20074,1039,71221,9239,2970.0,3720,455702,0.0137,0.0688,0.0181,0.195,0.00681,0.114,,0.0792,0.0336,0.0486,0.0427,0.00478,0.00937,0.0529
0,1583,12723007488,3651,11614,11731,19854,1036,299778,,20074,1039,71221,8935,2976.0,3699,455607,0.0137,0.0688,0.0181,0.189,0.00657,0.118,,0.0794,0.0336,0.0486,0.0427,0.00498,0.00928,0.0528
