i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24
217937,0.0,13693399040,131.0,84.3,78.4,1074.0,72.5,2930.0,74.0,1113.0,180.0,325.0,12788,529.0,3729.0,2135,274.0,87.0,75.9,4704.0,802.0,167.0,33.3,251.0,504.0,111.0,32255,0.0231,0.00146,0.00129,0.021,0.000125,0.00398,0.000308,0.0244,0.000812,0.0046,0.00647,0.00015,0.00293,0.0102,0.0113,0.000319,0.000117,0.0048,0.00717,0.00107,0.00125,0.00143,0.0019,0.000191,0.0109,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
219667,0.0,13695287296,133.0,83.5,77.5,1088.0,71.5,2969.0,73.1,1128.0,178.0,330.0,12959,523.0,3692.0,2177,278.0,86.0,75.0,4768.0,813.0,165.0,32.8,255.0,474.0,102.0,32531,0.0234,0.00144,0.00128,0.0213,0.000107,0.00404,0.000299,0.0247,0.000802,0.00466,0.00656,0.000149,0.0029,0.0104,0.0115,0.000315,0.000116,0.00486,0.00727,0.00106,0.00123,0.00136,0.00193,0.000192,0.011,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
222264,0.0,13705375744,125.0,82.3,79.1,1103.0,70.5,3008.0,72.2,1143.0,176.0,334.0,13131,482.0,3655.0,2219,282.0,85.0,74.0,4831.0,824.0,162.0,32.4,258.0,819.0,102.0,33150,0.023,0.00135,0.00126,0.0221,0.000105,0.00409,0.000296,0.0322,0.000792,0.00437,0.00664,0.000147,0.00287,0.011,0.0108,0.000311,0.000115,0.00493,0.00737,0.00105,0.00121,0.00136,0.00195,0.00019,0.0116,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
222894,0.0,13720850432,163.0,81.5,78.1,1117.0,67.8,3047.0,71.2,1158.0,174.0,430.0,13303,482.0,3616.0,2261,286.0,84.0,73.0,4895.0,835.0,160.0,32.0,261.0,829.0,107.0,33613,0.0233,0.00141,0.00125,0.0224,0.000104,0.00414,0.000292,0.0326,0.000783,0.00508,0.00635,0.000145,0.00284,0.0112,0.0159,0.000307,0.000113,0.00499,0.00746,0.00103,0.0012,0.00163,0.00198,0.000187,0.0122,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
225892,0.0,13722951680,165.0,80.6,77.1,1131.0,66.9,3086.0,70.3,1173.0,171.0,436.0,19258,506.0,3579.0,2303,272.0,83.2,72.1,4958.0,1161.0,158.0,31.5,265.0,840.0,106.0,40050,0.0236,0.0014,0.00123,0.0227,0.000102,0.00571,0.000288,0.0331,0.000773,0.00515,0.00942,0.000143,0.00281,0.0114,0.0161,0.000304,0.000112,0.00506,0.00756,0.00102,0.00118,0.00165,0.00271,0.000185,0.0128,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
228835,0.0,13719154688,167.0,79.7,76.2,1145.0,65.9,3125.0,69.4,1188.0,169.0,441.0,19503,499.0,3542.0,2346,272.0,82.2,71.1,4717.0,1176.0,156.0,31.1,323.0,851.0,105.0,40201,0.0239,0.00138,0.00122,0.023,0.000101,0.00578,0.000284,0.0335,0.000763,0.00522,0.00954,0.000137,0.00278,0.0116,0.0163,0.0003,0.00011,0.00512,0.00765,0.001,0.00116,0.00167,0.00274,0.000182,0.013,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
214531,0.0,13718700032,169.0,78.9,75.2,1097.0,65.0,3883.0,68.4,1203.0,167.0,447.0,19748,492.0,3505.0,2689,420.0,81.2,70.1,7148.0,1190.0,153.0,30.7,327.0,862.0,103.0,44075,0.0242,0.00137,0.0012,0.0233,9.8e-05,0.00585,0.000281,0.0339,0.000706,0.00529,0.00966,0.000143,0.00276,0.0118,0.0165,0.000289,0.000107,0.00519,0.00775,0.00099,0.00105,0.00169,0.00277,0.00018,0.0131,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
216862,0.0,13716582400,171.0,78.0,74.2,1097.0,64.0,3931.0,67.5,1660.0,158.0,452.0,19994,486.0,3468.0,2737,425.0,80.2,69.1,7237.0,1205.0,151.0,30.2,331.0,873.0,102.0,44942,0.0239,0.00135,0.00119,0.0236,0.000104,0.00592,0.000278,0.0343,0.000748,0.00536,0.00978,0.000142,0.0026,0.0121,0.0168,0.000285,0.000106,0.00525,0.00785,0.000977,0.00112,0.00171,0.00281,0.000179,0.0132,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
218302,0.0,13716774912,174.0,77.1,73.2,1639.0,63.0,3979.0,67.7,1680.0,167.0,458.0,20239,479.0,3431.0,2784,431.0,79.2,64.8,7326.0,1220.0,145.0,29.8,335.0,884.0,100.0,45925,0.0242,0.00134,0.00117,0.0239,0.000102,0.006,0.000278,0.0393,0.000738,0.00543,0.0099,0.00014,0.00271,0.0123,0.017,0.000282,0.000104,0.00503,0.00794,0.000964,0.00111,0.00178,0.00284,0.000176,0.0137,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
220454,0.0,13725507584,176.0,76.2,72.3,1659.0,62.1,4027.0,66.7,1700.0,165.0,463.0,20484,472.0,3396.0,2831,436.0,78.7,63.8,7416.0,1235.0,142.0,30.4,339.0,895.0,98.9,46385,0.0245,0.00132,0.0012,0.0255,0.000101,0.00607,0.000291,0.0398,0.000728,0.0055,0.01,0.000138,0.00268,0.0115,0.0195,0.000278,0.000103,0.00678,0.00894,0.000951,0.00109,0.0018,0.00288,0.000174,0.0143,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
221323,0.0,13725646848,178.0,75.2,69.4,1678.0,61.1,4075.0,65.8,1721.0,163.0,533.0,20730,466.0,3359.0,2879,441.0,77.7,62.9,7505.0,1250.0,140.0,29.9,343.0,905.0,97.5,46904,0.0248,0.00131,0.00119,0.0259,9.91e-05,0.00614,0.000287,0.0403,0.000718,0.00556,0.0123,0.000136,0.00265,0.0115,0.0197,0.000274,0.000101,0.00686,0.00904,0.000939,0.00107,0.00182,0.00344,0.000171,0.0147,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
223984,0.0,13727498240,170.0,74.3,68.5,1698.0,62.2,4123.0,64.8,1741.0,160.0,539.0,20975,459.0,3321.0,2926,446.0,76.7,62.0,7594.0,1265.0,138.0,29.5,347.0,1179.0,96.7,47616,0.0251,0.00114,0.00117,0.0262,9.76e-05,0.00733,0.000283,0.0407,0.000708,0.00529,0.0124,0.000134,0.00263,0.0138,0.0199,0.000271,9.99e-05,0.00695,0.00915,0.000926,0.00106,0.00184,0.00348,0.000169,0.0151,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
226423,0.0,13731573760,221.0,73.5,67.5,1718.0,61.2,4171.0,63.9,1761.0,158.0,545.0,21220,453.0,3284.0,2973,532.0,75.7,61.1,9371.0,1210.0,136.0,29.0,351.0,1193.0,95.3,49826,0.0254,0.00114,0.00116,0.0265,9.61e-05,0.00742,0.000279,0.0412,0.000698,0.00602,0.0126,0.000133,0.0026,0.014,0.0202,0.000267,9.84e-05,0.00703,0.00926,0.000913,0.00104,0.00187,0.00352,0.000166,0.0153,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
227927,0.0,13736636416,224.0,72.6,66.6,1737.0,60.2,4218.0,62.9,1782.0,156.0,551.0,20150,446.0,3247.0,3472,539.0,74.7,60.4,9480.0,1598.0,134.0,28.5,436.0,1207.0,93.9,49897,0.0257,0.0012,0.00114,0.0268,9.46e-05,0.0075,0.000275,0.0417,0.000688,0.00609,0.0127,0.000134,0.00257,0.0143,0.0204,0.000246,9.7e-05,0.00711,0.00937,0.000897,0.00102,0.00196,0.00356,0.000163,0.0155,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
220550,0.0,13740072960,226.0,71.7,65.6,2064.0,59.2,4266.0,62.0,1802.0,154.0,558.0,29177,439.0,3071.0,3526,545.0,73.7,59.4,9589.0,1617.0,132.0,28.1,441.0,1220.0,92.5,59340,0.026,0.00119,0.00113,0.0271,9.31e-05,0.00758,0.000271,0.0422,0.000678,0.00617,0.0129,0.000132,0.00254,0.0145,0.0207,0.000246,9.63e-05,0.00719,0.00947,0.000885,0.00101,0.00199,0.0036,0.000161,0.0156,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
212934,0.0,13744492544,229.0,70.9,64.7,2088.0,58.2,5715.0,62.8,1731.0,152.0,564.0,29506,433.0,3226.0,3581,551.0,72.7,58.5,9698.0,1635.0,129.0,27.8,446.0,1234.0,91.1,61425,0.0249,0.00117,0.00111,0.0274,9.13e-05,0.00767,0.000267,0.0481,0.000668,0.00624,0.013,0.000131,0.00251,0.0147,0.0209,0.000246,9.48e-05,0.00728,0.00958,0.000872,0.000985,0.00201,0.00364,0.000147,0.0161,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
215235,0.0,13746929664,231.0,70.0,63.8,2111.0,57.2,5779.0,61.8,2343.0,146.0,570.0,29836,426.0,3188.0,3635,557.0,71.6,57.6,9807.0,1654.0,115.0,27.3,451.0,1248.0,91.1,62597,0.0249,0.00116,0.00109,0.0277,8.98e-05,0.00884,0.000256,0.0486,0.000658,0.00631,0.0131,0.000129,0.00238,0.015,0.0242,0.000257,9.34e-05,0.00736,0.00969,0.000859,0.000968,0.00203,0.0042,0.000156,0.0167,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
217634,0.0,13751709696,234.0,70.8,63.8,2134.0,56.3,5842.0,60.9,2369.0,144.0,577.0,30166,419.0,3150.0,3689,563.0,70.6,56.7,9916.0,1672.0,124.0,26.8,456.0,1471.0,89.7,63421,0.0257,0.00114,0.00115,0.0266,8.83e-05,0.00893,0.000253,0.0492,0.000647,0.00638,0.0133,0.000127,0.0025,0.0152,0.0245,0.000254,9.19e-05,0.00894,0.00929,0.000846,0.000951,0.00205,0.00424,0.000154,0.0169,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
219066,0.0,13759328256,236.0,69.9,67.4,2157.0,55.3,5905.0,59.9,2395.0,142.0,551.0,30495,402.0,3113.0,3744,569.0,69.6,55.7,10025.0,1892.0,122.0,26.4,461.0,1487.0,88.3,64189,0.0259,0.00113,0.00113,0.0306,8.68e-05,0.00903,0.000249,0.0497,0.000637,0.00646,0.0127,0.000125,0.00247,0.0162,0.0248,0.00025,9.04e-05,0.00904,0.011,0.000833,0.000935,0.00207,0.00429,0.000151,0.0175,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
220272,0.0,13770039296,267.0,69.0,66.3,2180.0,54.6,5969.0,58.9,2420.0,139.0,551.0,30825,396.0,3075.0,3798,665.0,68.6,49.3,10134.0,1913.0,120.0,25.9,466.0,1503.0,86.8,64901,0.0262,0.00111,0.00111,0.0309,8.53e-05,0.00913,0.000245,0.0502,0.000627,0.00699,0.017,0.000131,0.00244,0.0164,0.025,0.000246,8.89e-05,0.00914,0.0111,0.00082,0.000918,0.0021,0.00434,0.000149,0.0181,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
221782,0.0,13777022976,270.0,68.1,65.3,2203.0,53.6,6032.0,57.9,2446.0,137.0,718.0,31155,389.0,3037.0,4342,672.0,67.6,53.0,12566.0,1933.0,117.0,25.4,471.0,1520.0,85.4,68486,0.0265,0.0011,0.0011,0.0313,8.38e-05,0.00922,0.000241,0.0545,0.000617,0.00707,0.0172,0.000129,0.00241,0.0167,0.0253,0.000242,8.75e-05,0.00924,0.0113,0.000808,0.000902,0.00212,0.00438,0.000146,0.0185,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
222481,0.0,13775134720,272.0,67.2,64.2,2629.0,52.6,6096.0,53.3,2472.0,135.0,725.0,31485,383.0,2999.0,4403,679.0,66.6,52.1,12700.0,1954.0,115.0,24.0,570.0,1536.0,84.0,69619,0.0268,0.00111,0.00108,0.0316,8.23e-05,0.0106,0.000237,0.0551,0.000607,0.00714,0.0173,0.000127,0.00238,0.0169,0.0256,0.000239,8.6e-05,0.00934,0.0114,0.000795,0.000798,0.00224,0.00443,0.000143,0.0188,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
224853,0.0,13784510464,275.0,66.3,63.2,2656.0,51.6,6159.0,52.4,2498.0,133.0,733.0,39192,376.0,2962.0,4465,686.0,65.6,51.2,12833.0,1974.0,113.0,23.5,576.0,1552.0,74.8,77634,0.0271,0.00109,0.00106,0.0319,8.08e-05,0.0107,0.000243,0.0557,0.000558,0.00722,0.0175,0.000125,0.00235,0.0171,0.0259,0.000235,8.45e-05,0.00944,0.0115,0.000777,0.000859,0.00227,0.00448,0.000141,0.019,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
211928,0.0,13793206272,278.0,65.4,62.2,2684.0,50.6,6223.0,51.5,2524.0,131.0,741.0,39598,342.0,2924.0,4526,693.0,67.7,50.3,12967.0,2206.0,111.0,23.1,582.0,1569.0,80.2,78550,0.0273,0.00108,0.00105,0.0323,8.69e-05,0.0109,0.000239,0.0562,0.000598,0.0073,0.0177,0.000123,0.00232,0.018,0.0249,0.000238,8.78e-05,0.0107,0.0116,0.000764,0.000843,0.00229,0.0053,0.000138,0.0193,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
214063,0.0,13796110336,281.0,64.5,61.1,2711.0,46.6,7828.0,50.6,2428.0,129.0,748.0,40005,342.0,2897.0,4587,701.0,66.6,49.4,13101.0,2229.0,109.0,22.7,588.0,1832.0,78.8,80954,0.0268,0.00106,0.00103,0.0326,8.52e-05,0.011,0.000235,0.0568,0.000588,0.00738,0.0179,0.000121,0.0023,0.0183,0.0249,0.000234,8.63e-05,0.0108,0.0117,0.000752,0.000826,0.00231,0.00535,0.000139,0.0194,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
215644,0.0,13798621184,284.0,64.5,57.2,2738.0,45.6,7907.0,49.7,2428.0,131.0,756.0,40411,368.0,2859.0,4648,708.0,65.6,48.5,13234.0,2252.0,107.0,22.2,594.0,1851.0,77.4,81705,0.027,0.00105,0.00105,0.0343,8.36e-05,0.0111,0.000231,0.0574,0.000578,0.00746,0.0203,0.000119,0.0023,0.0185,0.0308,0.00023,8.47e-05,0.0109,0.0132,0.000739,0.00081,0.00234,0.00541,0.000136,0.0205,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
217826,0.0,13799931904,312.0,63.6,56.2,2766.0,44.7,7986.0,48.8,3185.0,128.0,763.0,40817,361.0,2821.0,5136,715.0,64.5,47.6,13368.0,2275.0,98.3,21.8,675.0,1869.0,76.0,83699,0.0273,0.00104,0.00103,0.0346,8.19e-05,0.0112,0.000227,0.058,0.000567,0.00753,0.0205,8.37e-05,0.00227,0.0188,0.0312,0.000226,8.32e-05,0.011,0.0133,0.000726,0.000794,0.00236,0.00546,0.000134,0.0207,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
219780,0.0,13799964672,315.0,62.7,55.2,2793.0,43.8,8065.0,47.8,3217.0,126.0,771.0,41223,354.0,2783.0,5203,843.0,63.4,46.7,13501.0,2297.0,106.0,21.3,681.0,1888.0,74.6,84583,0.0276,0.00102,0.00102,0.035,8.03e-05,0.0126,0.000222,0.0585,0.000557,0.00803,0.0207,8.22e-05,0.00224,0.019,0.0315,0.000222,8.16e-05,0.0111,0.0134,0.000714,0.000777,0.00238,0.00552,0.000131,0.021,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
212381,0.0,13799038976,319.0,61.8,54.2,2820.0,42.8,8144.0,49.5,3249.0,124.0,899.0,41629,348.0,2745.0,5270,851.0,62.4,45.9,13023.0,2320.0,104.0,20.9,688.0,1907.0,73.2,84850,0.0278,0.00101,0.000998,0.0353,7.86e-05,0.0127,0.000223,0.0563,0.000547,0.00811,0.0209,8.08e-05,0.00221,0.0193,0.0318,0.000218,8.01e-05,0.0112,0.0136,0.000701,0.000761,0.00241,0.00557,0.000128,0.021,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
212890,0.0,13794361344,322.0,60.9,53.2,2715.0,41.9,8223.0,48.6,3280.0,122.0,908.0,42036,341.0,2708.0,5337,859.0,61.3,45.0,16456.0,2343.0,101.0,20.2,695.0,1926.0,71.8,88773,0.0281,0.000997,0.00098,0.0356,7.7e-05,0.0128,0.000219,0.0656,0.000537,0.00819,0.0211,7.94e-05,0.00218,0.0205,0.0321,0.000218,7.85e-05,0.0126,0.0137,0.000695,0.000744,0.00256,0.00563,0.000126,0.0221,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
214983,0.0,13795958784,325.0,60.0,52.3,2715.0,41.0,8302.0,47.6,3312.0,120.0,917.0,42442,334.0,2670.0,5403,867.0,59.8,44.0,16616.0,2366.0,99.2,19.8,702.0,1945.0,70.3,89528,0.0284,0.000983,0.000963,0.036,7.54e-05,0.0129,0.000215,0.0662,0.000526,0.00827,0.0213,7.8e-05,0.00215,0.0208,0.0325,0.000214,7.8e-05,0.0127,0.0138,0.000682,0.00073,0.00259,0.00644,0.000123,0.0224,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
216445,0.0,13798297600,359.0,61.2,53.2,3550.0,41.2,8381.0,46.6,3343.0,104.0,926.0,52308,327.0,2675.0,5470,876.0,58.8,43.1,16775.0,2763.0,97.0,19.3,709.0,1963.0,62.8,101014,0.0282,0.000968,0.00101,0.0378,7.22e-05,0.0131,0.000211,0.0668,0.000509,0.00836,0.024,7.66e-05,0.00212,0.021,0.0328,0.00021,7.65e-05,0.0128,0.0139,0.00067,0.000713,0.00261,0.0065,0.00012,0.0229,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
218256,0.0,13798338560,363.0,60.3,52.1,3583.0,40.3,9865.0,45.7,3375.0,114.0,934.0,52804,321.0,2637.0,5537,884.0,57.7,42.2,16935.0,2790.0,94.8,18.9,715.0,2283.0,68.9,103621,0.0285,0.000953,0.000995,0.0382,7.06e-05,0.0132,0.000206,0.0675,0.000499,0.00844,0.0242,7.52e-05,0.00209,0.0213,0.0331,0.000206,7.49e-05,0.013,0.0155,0.000657,0.000697,0.00264,0.00656,0.000118,0.0232,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
219724,0.0,13800787968,366.0,59.4,51.1,3617.0,39.3,9957.0,44.7,3407.0,112.0,943.0,53300,304.0,2598.0,5604,892.0,56.7,41.3,17095.0,2816.0,92.5,18.5,819.0,2305.0,67.4,104605,0.0288,0.000939,0.000977,0.0385,6.9e-05,0.0133,0.000202,0.0681,0.000489,0.00898,0.0244,7.79e-05,0.00196,0.0216,0.0375,0.000202,7.33e-05,0.0131,0.0156,0.000644,0.000681,0.00266,0.00662,0.000115,0.0238,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
220409,0.0,13809627136,369.0,58.4,50.1,3650.0,38.3,10049.0,43.7,3281.0,110.0,952.0,53796,298.0,2560.0,6307,1003.0,55.6,40.7,17254.0,2842.0,90.3,18.0,827.0,2326.0,66.0,106086,0.029,0.000924,0.000958,0.0389,6.73e-05,0.0129,0.000198,0.0687,0.000479,0.00907,0.0246,7.64e-05,0.00196,0.0218,0.0378,0.000191,7.17e-05,0.0145,0.0158,0.000631,0.000664,0.00278,0.00669,0.000113,0.0241,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
211033,0.0,13809651712,373.0,57.5,49.1,3684.0,37.4,10141.0,37.0,4112.0,108.0,961.0,54292,291.0,2521.0,6381,1013.0,54.6,39.8,17414.0,2869.0,90.1,17.6,835.0,2348.0,64.5,107789,0.0293,0.000909,0.000939,0.0392,6.57e-05,0.0158,0.000191,0.0735,0.000469,0.00915,0.0249,7.49e-05,0.00206,0.0221,0.0382,0.000187,7.02e-05,0.0146,0.0159,0.000618,0.000559,0.0028,0.00675,0.00011,0.0249,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
