i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_pod-pod-14,network_outgoing_pod-pod-15,network_outgoing_pod-pod-16,network_outgoing_pod-pod-17,network_outgoing_pod-pod-18,network_outgoing_pod-pod-19,network_outgoing_pod-pod-20,network_outgoing_pod-pod-21,network_outgoing_pod-pod-22,network_outgoing_pod-pod-23,network_outgoing_pod-pod-24,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_pod-pod-14,cpu_pod-pod-15,cpu_pod-pod-16,cpu_pod-pod-17,cpu_pod-pod-18,cpu_pod-pod-19,cpu_pod-pod-20,cpu_pod-pod-21,cpu_pod-pod-22,cpu_pod-pod-23,cpu_pod-pod-24,cpu_system,pod-restart-count-pod-1,pod-restart-count-pod-2,pod-restart-count-pod-3,pod-restart-count-pod-4,pod-restart-count-pod-5,pod-restart-count-pod-6,pod-restart-count-pod-7,pod-restart-count-pod-8,pod-restart-count-pod-9,pod-restart-count-pod-10,pod-restart-count-pod-11,pod-restart-count-pod-12,pod-restart-count-pod-13,pod-restart-count-pod-14,pod-restart-count-pod-15,pod-restart-count-pod-16,pod-restart-count-pod-17,pod-restart-count-pod-18,pod-restart-count-pod-19,pod-restart-count-pod-20,pod-restart-count-pod-21,pod-restart-count-pod-22,pod-restart-count-pod-23,pod-restart-count-pod-24
212289,0.0,13815615488,376.0,56.6,48.1,3717.0,36.4,10233.0,41.1,4150.0,106.0,1080.0,54788,285.0,2483.0,6456,1022.0,53.5,38.9,17574.0,3174.0,87.8,18.4,842.0,2369.0,63.1,109098,0.0295,0.000895,0.00092,0.0396,6.41e-05,0.0159,0.000187,0.0741,0.000458,0.00924,0.0275,7.34e-05,0.00203,0.0212,0.0386,0.000183,6.86e-05,0.0148,0.016,0.000605,0.000625,0.00283,0.00681,0.000107,0.0252,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
214240,0.0,13817311232,400.0,55.6,43.4,3750.0,28.5,10325.0,40.1,4187.0,103.0,1090.0,55283,278.0,2320.0,6530,1031.0,52.4,38.0,21048.0,3203.0,85.5,17.9,850.0,2391.0,61.6,113215,0.0298,0.000866,0.000902,0.0399,6.25e-05,0.0161,0.000183,0.0748,0.000448,0.00933,0.0277,7.19e-05,0.002,0.0212,0.0389,0.000179,6.7e-05,0.0149,0.0162,0.000584,0.000609,0.00285,0.00768,0.000105,0.0255,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
216186,0.0,13824319488,404.0,54.0,43.4,4345.0,31.9,10418.0,39.2,4225.0,101.0,1100.0,55779,272.0,2484.0,6604,1040.0,51.4,37.1,21237.0,3232.0,83.2,17.5,858.0,2413.0,60.2,114930,0.0301,0.000852,0.000966,0.0403,6.55e-05,0.0162,0.000179,0.0755,0.000446,0.00941,0.028,7.04e-05,0.00197,0.025,0.0393,0.000175,7.32e-05,0.015,0.0163,0.000572,0.000593,0.00288,0.00775,0.000102,0.026,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
217895,0.0,13824835584,408.0,58.5,47.0,4384.0,31.0,10510.0,38.2,4262.0,99.0,1110.0,56275,271.0,2445.0,6679,1050.0,45.5,30.7,21427.0,3261.0,80.9,17.0,865.0,2434.0,58.8,115886,0.0291,0.000837,0.000946,0.0388,6.38e-05,0.0164,0.000174,0.0761,0.000435,0.0095,0.0282,6.89e-05,0.00194,0.0252,0.0397,0.000172,7.15e-05,0.0152,0.0181,0.000559,0.000577,0.0029,0.00782,0.000102,0.0261,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
219845,0.0,13824020480,411.0,57.5,45.9,4422.0,30.2,10602.0,37.2,4300.0,96.8,1119.0,67004,265.0,2405.0,6753,1059.0,50.0,34.7,21616.0,3290.0,78.6,16.5,994.0,2354.0,54.9,127096,0.0302,0.000823,0.000926,0.0434,6.21e-05,0.0165,0.00017,0.0768,0.000425,0.00959,0.0285,6.64e-05,0.00191,0.0255,0.04,0.000145,6.97e-05,0.0169,0.0183,0.000546,0.00056,0.00293,0.00789,9.92e-05,0.0269,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
210243,0.0,13827133440,415.0,56.5,44.8,4460.0,29.3,10225.0,36.3,4337.0,96.8,1217.0,67589,258.0,2365.0,6827,1068.0,48.9,33.8,21806.0,3318.0,76.3,16.1,1003.0,2354.0,53.5,127736,0.0304,0.000808,0.000905,0.0438,6.03e-05,0.0187,0.000166,0.0775,0.000415,0.0104,0.0287,6.49e-05,0.00188,0.0258,0.0449,0.000142,6.8e-05,0.017,0.0184,0.000533,0.000544,0.0031,0.00796,9.65e-05,0.0277,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
211893,0.0,13834379264,418.0,55.5,43.8,4499.0,28.4,12850.0,35.3,4862.0,94.5,1228.0,68174,251.0,2326.0,7614,1230.0,47.9,32.9,21995.0,3747.0,73.0,16.1,1012.0,3000.0,52.1,133686,0.0307,0.000794,0.000885,0.0441,5.86e-05,0.0189,0.000182,0.0782,0.000405,0.0105,0.029,6.34e-05,0.00175,0.0261,0.0453,0.000138,6.62e-05,0.0172,0.0186,0.000521,0.000528,0.00313,0.00803,9.38e-05,0.0279,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
213742,0.0,13840998400,460.0,54.5,42.7,4537.0,27.5,12960.0,34.4,4904.0,92.3,1238.0,68760,245.0,2286.0,7696,1240.0,46.8,32.0,24502.0,3779.0,70.8,15.7,1021.0,3026.0,50.7,137121,0.0309,0.00078,0.000864,0.0445,5.69e-05,0.019,0.000177,0.0755,0.000394,0.0106,0.0292,6.19e-05,0.00185,0.0264,0.0457,0.000135,6.44e-05,0.0173,0.0188,0.000508,0.000511,0.00315,0.00878,9.1e-05,0.028,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
215137,0.0,13841768448,464.0,53.5,41.6,4575.0,26.6,13069.0,33.4,4946.0,90.1,1249.0,69345,196.0,2246.0,7778,1251.0,45.7,31.1,24711.0,3812.0,68.5,15.2,1029.0,3052.0,49.3,138179,0.0312,0.000765,0.000844,0.0449,4.7e-05,0.0192,0.000173,0.0755,0.000379,0.0107,0.0282,6.05e-05,0.00182,0.0267,0.0461,0.000132,6.27e-05,0.0175,0.0189,0.000495,0.000491,0.00318,0.00886,7.97e-05,0.028,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
216886,0.0,13855944704,467.0,52.4,40.6,4614.0,25.7,13179.0,33.9,4987.0,87.8,1259.0,69930,220.0,2207.0,7860,1262.0,44.6,30.2,24921.0,3844.0,66.2,14.7,1038.0,3078.0,48.0,139310,0.0315,0.00066,0.00088,0.0453,4.7e-05,0.0194,0.000168,0.0853,0.000369,0.0108,0.0282,5.9e-05,0.00179,0.0257,0.0465,9.32e-05,6.09e-05,0.0187,0.0191,0.000483,0.000475,0.00321,0.00893,7.73e-05,0.029,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
218737,0.0,13864382464,471.0,51.4,42.5,5209.0,22.5,13289.0,32.9,5029.0,85.6,1270.0,70515,213.0,2167.0,7942,1272.0,43.6,29.3,25130.0,3876.0,64.0,14.2,1149.0,3104.0,46.6,141070,0.0317,0.00066,0.000858,0.0457,5.4e-05,0.0195,0.000163,0.086,0.000359,0.0109,0.0349,5.75e-05,0.00176,0.0293,0.0469,9.32e-05,5.56e-05,0.0188,0.0192,0.000466,0.000458,0.00323,0.00901,7.49e-05,0.03,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
220499,0.0,13864767488,475.0,50.4,41.4,5252.0,26.4,13399.0,31.9,5071.0,83.4,1280.0,71100,207.0,2170.0,8557,1283.0,42.5,28.4,25339.0,3909.0,61.7,13.7,1158.0,3130.0,45.2,142755,0.032,0.00066,0.000836,0.046,5.22e-05,0.0197,0.000159,0.0867,0.000349,0.0109,0.0352,5.92e-05,0.00172,0.0296,0.0498,9.32e-05,5.56e-05,0.019,0.0194,0.000453,0.000442,0.00326,0.00908,7.25e-05,0.0305,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
222187,0.0,13861097472,509.0,52.8,40.2,5295.0,25.5,13508.0,31.0,5112.0,81.1,1291.0,82623,201.0,2130.0,8644,1380.0,41.4,27.5,25549.0,3941.0,59.4,13.2,1168.0,3156.0,39.3,154917,0.0311,0.000703,0.000814,0.0446,5.03e-05,0.0198,0.000154,0.0874,0.000339,0.011,0.0355,5.76e-05,0.00169,0.0299,0.0503,0.000102,6.28e-05,0.0192,0.0187,0.000441,0.000426,0.00329,0.00983,7e-05,0.0305,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
211427,0.0,13869346816,513.0,51.7,39.1,5338.0,24.5,13618.0,30.0,5154.0,66.1,1436.0,83297,195.0,2089.0,8731,1391.0,35.6,31.4,25758.0,3973.0,57.2,12.7,1177.0,3182.0,39.3,156241,0.0317,0.000689,0.000792,0.0446,4.85e-05,0.0193,0.000181,0.0882,0.000329,0.0107,0.0357,5.61e-05,0.00166,0.0302,0.0507,9.93e-05,6.08e-05,0.0193,0.0219,0.000428,0.00041,0.00346,0.00991,4.94e-05,0.0309,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
213037,0.0,13870665728,517.0,50.6,37.9,5381.0,23.5,15389.0,29.0,5788.0,74.2,1448.0,83972,188.0,2049.0,8819,1402.0,40.1,30.3,25967.0,3848.0,55.0,9.27,1187.0,3568.0,43.8,159918,0.032,0.000674,0.00077,0.0498,4.67e-05,0.0227,0.000176,0.0889,0.000319,0.0121,0.036,5.45e-05,0.00168,0.0305,0.0511,9.65e-05,5.88e-05,0.0195,0.0221,0.000416,0.000393,0.00349,0.00999,4.94e-05,0.0319,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
214746,0.0,13874552832,521.0,49.5,36.8,5424.0,22.5,15512.0,26.8,5835.0,72.0,1460.0,84646,182.0,2009.0,8906,1414.0,39.0,29.3,29929.0,3848.0,52.7,8.9,1197.0,3597.0,42.4,164859,0.0323,0.00066,0.000748,0.0502,4.49e-05,0.0228,0.00017,0.0936,0.000303,0.0122,0.0363,5.3e-05,0.00165,0.0308,0.0516,9.37e-05,5.68e-05,0.0196,0.0223,0.000403,0.000377,0.00352,0.0101,5.82e-05,0.0325,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
216355,0.0,13872791552,525.0,48.5,37.7,5466.0,21.5,15636.0,25.9,5881.0,69.8,1471.0,85321,176.0,1968.0,8994,1425.0,37.9,28.2,30168.0,4707.0,50.4,8.53,1206.0,3626.0,40.9,166939,0.0325,0.000645,0.000726,0.0506,4.3e-05,0.023,0.000164,0.0943,0.000293,0.0123,0.0366,5.42e-05,0.00162,0.0312,0.052,9.09e-05,5.47e-05,0.0191,0.0225,0.000391,0.000267,0.00355,0.0102,5.59e-05,0.0327,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
218091,0.0,13875490816,529.0,47.4,36.5,6261.0,20.5,15759.0,25.0,5927.0,67.7,1483.0,85995,144.0,1928.0,9081,1546.0,36.8,27.2,30407.0,4744.0,48.1,8.16,1216.0,3655.0,39.4,169033,0.0328,0.000631,0.000794,0.051,4.12e-05,0.0232,0.000158,0.0951,0.000283,0.0124,0.0369,5.26e-05,0.00159,0.0315,0.0524,8.81e-05,5.27e-05,0.0191,0.0226,0.000378,0.000267,0.00357,0.0102,5.36e-05,0.0329,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
218744,0.0,13881470976,533.0,46.3,35.3,6310.0,19.5,15882.0,24.0,5974.0,65.5,1603.0,86670,170.0,1984.0,9169,1558.0,35.8,26.1,30647.0,4781.0,45.9,7.79,1385.0,3684.0,37.9,170693,0.0328,0.000616,0.000769,0.0514,2.91e-05,0.0234,0.000152,0.0958,0.000273,0.0125,0.0418,5.09e-05,0.00156,0.0303,0.0528,8.53e-05,5.07e-05,0.0231,0.0228,0.000365,0.000319,0.0036,0.0103,5.13e-05,0.0337,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
220399,0.0,13886529536,537.0,35.6,34.1,6359.0,18.8,16005.0,23.1,6020.0,63.3,1616.0,87344,164.0,1941.0,8807,1571.0,34.7,25.1,30886.0,4819.0,43.6,7.42,1395.0,3713.0,36.4,171498,0.033,0.000569,0.000744,0.0518,2.77e-05,0.0236,0.000147,0.0966,0.000263,0.0126,0.0422,4.93e-05,0.00152,0.0303,0.0511,6.19e-05,4.87e-05,0.0233,0.023,0.000353,0.000303,0.00363,0.0104,4.9e-05,0.0338,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
211178,0.0,13878755328,607.0,34.7,32.9,6407.0,17.8,16128.0,22.1,6066.0,61.1,1628.0,99513,157.0,1899.0,10168,1583.0,33.6,24.0,33682.0,4856.0,45.0,7.06,1406.0,3742.0,34.9,188155,0.0333,0.000556,0.000719,0.0522,2.64e-05,0.0237,0.000131,0.0973,0.000253,0.0127,0.0425,4.77e-05,0.00149,0.0353,0.0587,6.19e-05,4.35e-05,0.0235,0.0252,0.00034,0.000287,0.00366,0.0117,4.68e-05,0.0353,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
212032,0.0,13884264448,611.0,33.9,31.7,6456.0,16.9,16251.0,21.2,6113.0,59.0,1641.0,100276,150.0,1856.0,10263,1595.0,32.5,23.0,33941.0,4893.0,42.6,6.69,1417.0,3771.0,36.6,189538,0.0335,0.000542,0.000694,0.0568,2.5e-05,0.0239,0.000154,0.0981,0.000244,0.0128,0.0428,4.61e-05,0.00136,0.0356,0.0592,6.19e-05,4.16e-05,0.0237,0.0254,0.000328,0.00027,0.00354,0.0117,4.45e-05,0.0359,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
213069,0.0,13887209472,616.0,33.0,35.3,6505.0,15.9,18329.0,20.2,5940.0,56.1,1653.0,101039,144.0,1813.0,10358,1607.0,31.4,20.9,34200.0,5368.0,40.3,3.73,1428.0,3799.0,34.9,193091,0.0338,0.000528,0.00067,0.0573,2.37e-05,0.0232,0.000148,0.0988,0.000234,0.0129,0.0431,4.45e-05,0.00136,0.036,0.0596,6.93e-05,3.98e-05,0.0238,0.0256,0.000316,0.000254,0.00396,0.0118,4.22e-05,0.0361,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
214699,0.0,13888118784,621.0,32.2,33.9,6554.0,15.0,18466.0,14.4,6972.0,53.9,1666.0,101801,137.0,1771.0,10453,1619.0,25.6,19.9,34459.0,5409.0,38.0,3.73,1439.0,4319.0,33.3,195955,0.034,0.000515,0.000645,0.0577,1.55e-05,0.0277,0.000141,0.0961,0.000224,0.014,0.0435,5.16e-05,0.00145,0.0363,0.0601,6.66e-05,3.79e-05,0.024,0.0258,0.000303,0.000238,0.00399,0.0119,3.9e-05,0.0366,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
216206,0.0,13879328768,625.0,31.3,32.5,6603.0,14.1,18604.0,13.7,7024.0,51.8,1785.0,102564,131.0,1728.0,10548,1631.0,30.0,18.9,34718.0,5450.0,35.7,3.73,1592.0,4352.0,31.7,197618,0.0343,0.000504,0.00062,0.0581,1.55e-05,0.0279,0.000134,0.0961,0.000156,0.0141,0.0438,4.96e-05,0.00142,0.0366,0.0606,6.39e-05,3.6e-05,0.0264,0.026,0.000291,0.000224,0.00402,0.012,3.68e-05,0.037,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
217810,0.0,13881462784,679.0,30.5,31.2,6421.0,,18742.0,13.0,7076.0,49.7,1798.0,103326,124.0,1686.0,11200,1793.0,28.9,17.9,34977.0,5490.0,,4.57,1604.0,4384.0,30.1,199507,0.0345,0.00049,0.000744,0.0586,1.97e-05,0.0282,0.000128,0.107,0.000156,0.0142,0.0441,4.77e-05,0.00139,0.037,0.061,6.13e-05,3.41e-05,0.0266,0.0262,0.000278,0.000207,0.00405,0.0121,3.46e-05,0.0381,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
218053,0.0,13891936256,684.0,33.1,29.8,6421.0,,18880.0,12.3,7128.0,47.5,1812.0,104089,94.8,1643.0,11300,1806.0,27.7,16.9,35236.0,5531.0,,4.23,1616.0,4417.0,29.4,200859,0.0336,0.000476,0.000714,0.059,1.83e-05,0.0284,0.000121,0.108,0.000195,0.0144,0.0488,4.57e-05,0.00135,0.0373,0.0615,5.86e-05,3.22e-05,0.0268,0.0264,0.000264,0.000191,0.00408,0.0122,3.24e-05,0.0386,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
219584,0.0,13906280448,689.0,32.2,34.7,7697.0,,19018.0,11.6,7180.0,45.4,1825.0,104852,94.8,1432.0,11400,1820.0,26.6,15.9,35495.0,5572.0,,3.88,1628.0,4449.0,27.8,203349,0.036,0.000463,0.000683,0.0594,1.69e-05,0.0286,0.000114,0.108,0.000185,0.0145,0.0492,4.38e-05,0.00132,0.0399,0.0653,5.6e-05,3.33e-05,0.027,0.0266,0.000252,0.000175,0.00411,0.0133,3.02e-05,0.0396,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
214576,0.0,13907296256,694.0,31.2,33.0,7753.0,,19155.0,10.9,7232.0,43.3,1838.0,118273,94.8,1432.0,11500,1833.0,25.4,15.0,34485.0,5613.0,,3.54,1640.0,4482.0,26.1,216214,0.0363,0.000449,0.000652,0.0599,1.55e-05,0.0288,0.000157,0.109,0.000174,0.0146,0.0496,4.18e-05,0.00129,0.0402,0.0658,5.99e-05,3.13e-05,0.0272,0.0293,0.000239,0.000158,0.00428,0.0134,2.8e-05,0.0401,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
210805,0.0,13903360000,699.0,30.2,31.4,7809.0,,19293.0,10.2,7284.0,40.5,1851.0,119127,118.0,1602.0,11600,1846.0,24.3,14.0,40334.0,5653.0,,3.2,1652.0,4515.0,24.4,223562,0.0365,0.000435,0.000621,0.0603,1.41e-05,0.029,0.000148,0.11,0.000164,0.0147,0.0499,3.99e-05,0.00129,0.0406,0.0662,5.69e-05,2.92e-05,0.0274,0.0295,0.000226,0.000142,0.00431,0.0135,2.58e-05,0.0404,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
212336,0.0,13899173888,704.0,29.3,29.8,7864.0,,19431.0,9.5,7916.0,38.4,1865.0,119981,110.0,1556.0,11700,1859.0,23.1,,40624.0,6182.0,,2.86,1664.0,4547.0,22.8,226160,0.0368,0.00043,0.00059,0.0653,1.27e-05,0.0292,0.000139,0.111,0.000154,0.0148,0.0503,3.52e-05,0.00126,0.0409,0.0667,5.39e-05,2.72e-05,0.0291,0.0297,0.000214,,0.00434,0.0136,,0.0412,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
213867,0.0,13900288000,756.0,28.3,28.1,7920.0,,21491.0,,7972.0,36.3,1878.0,120835,101.0,1511.0,11800,1873.0,22.0,,40914.0,6226.0,,,1676.0,4961.0,21.1,230051,0.037,0.000416,0.000862,0.0657,,0.0316,0.000129,0.114,0.000144,0.0149,0.0506,3.52e-05,0.00122,0.0413,0.0672,5.09e-05,2.51e-05,0.0293,0.0299,0.000201,,0.00437,0.0137,,0.0419,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
215393,0.0,13886611456,761.0,27.4,26.5,8420.0,,21643.0,,8029.0,34.3,2022.0,121690,92.6,1466.0,12624,1886.0,20.7,,41204.0,6270.0,,,1836.0,4997.0,19.5,233067,0.0373,0.000402,0.000816,0.0662,,0.0318,0.00012,0.115,0.000134,0.0158,0.051,4.38e-05,0.00119,0.0417,0.0677,4.79e-05,2.3e-05,0.0295,0.0301,0.000189,,0.0044,0.0138,,0.0423,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
216312,0.0,13885145088,767.0,26.4,24.8,8479.0,,21794.0,,8085.0,32.2,2036.0,130566,84.1,1421.0,12730,1899.0,20.7,,41494.0,6314.0,,,1848.0,5032.0,,242653,0.0376,0.000388,0.000771,0.0667,,0.032,0.00011,0.116,0.000124,0.0159,0.0546,4.13e-05,0.00115,0.042,0.07,4.49e-05,,0.0297,0.0303,0.000176,,0.00443,0.0145,,0.043,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
217225,0.0,13881344000,772.0,26.6,23.2,8538.0,,21945.0,,8141.0,30.1,2050.0,131476,75.7,1375.0,12836,2041.0,25.7,,41784.0,6358.0,,,1861.0,5067.0,,244427,0.0378,0.000374,0.000725,0.0671,,0.0322,,0.116,,0.016,0.0549,3.87e-05,0.00118,0.0424,0.0705,4.72e-05,,0.0299,0.0306,0.000164,,0.00446,0.0146,,0.0433,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
218383,0.0,13878575104,777.0,25.6,,8597.0,,22097.0,,8197.0,28.0,2064.0,132386,,1330.0,12942,2055.0,24.0,,42074.0,6811.0,,,1874.0,5103.0,,246386,0.0381,0.00036,0.000679,0.0676,,0.0325,,0.117,,0.0162,0.0553,3.61e-05,0.00114,0.0452,0.071,4.39e-05,,0.0301,0.0308,,,0.00449,0.0147,,0.0438,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
219186,0.0,13842698240,818.0,24.7,,8655.0,,22248.0,,8253.0,26.0,2078.0,133296,,1285.0,13049,2069.0,22.4,,42364.0,6858.0,,,1887.0,5138.0,,248073,0.0384,0.000289,0.000633,0.0681,,0.0327,,0.118,,0.0163,0.0557,3.35e-05,0.00111,0.0456,0.0716,4.06e-05,,0.0304,0.031,,,0.00436,0.0148,,0.0441,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
219052,0.0,13811494912,824.0,23.7,,8714.0,,22399.0,,8310.0,,2093.0,134206,,1123.0,13155,2084.0,20.7,,41194.0,6905.0,,,1900.0,5505.0,,248456,0.0386,0.000289,,0.0685,,0.0329,,0.119,,0.017,0.0561,3.09e-05,0.00107,0.046,0.0721,3.73e-05,,0.0296,0.03,,,0.00474,0.0149,,0.0442,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0
