Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,cart_i_o_read,cart_i_o_write,cart_memory,network_outgoing_pod_adservice,network_outgoing_pod_cartservice,network_outgoing_pod_checkoutservice,network_outgoing_pod_currencyservice,network_outgoing_pod_emailservice,network_outgoing_pod_frontend,network_outgoing_pod_loadgenerator,network_outgoing_pod_paymentservice,network_outgoing_pod_productcatalogservice,network_outgoing_pod_recommendationservice,network_outgoing_pod_redis,network_outgoing_pod_shippingservice,network_outgoing_system,cpu_pod_adservice,cpu_pod_cartservice,cpu_pod_checkoutservice,cpu_pod_currencyservice,cpu_pod_emailservice,cpu_pod_frontend,cpu_pod_loadgenerator,cpu_pod_paymentservice,cpu_pod_productcatalogservice,cpu_pod_recommendationservice,cpu_pod_redis,cpu_pod_shippingservice,cpu_system,"cart_pod_restart_{container=""main"", instance=""kube","cart_pod_restart_{container=""main"", instance=""kube.2","cart_pod_restart_{container=""redis"", instance=""kube","cart_pod_restart_{container=""server"", instance=""kube","cart_pod_restart_{container=""server"", instance=""kube.2","cart_pod_restart_{container=""server"", instance=""kube.3","cart_pod_restart_{container=""server"", instance=""kube.4","cart_pod_restart_{container=""server"", instance=""kube.5","cart_pod_restart_{container=""server"", instance=""kube.6","cart_pod_restart_{container=""server"", instance=""kube.7","cart_pod_restart_{container=""server"", instance=""kube.8","cart_pod_restart_{container=""server"", instance=""kube.9"
146,90,540.7666666666667,4012,0,12532264960,968,4267,,,368,,495.0,,23720,3323,,,141124,0.0251,0.0295,,,0.0019,,0.00117,,0.0197,0.0166,,,0.0202,0.0,,,0,0,,,0,,0,0,
148,68,283.0,3921,0,12526657536,968,4296,,,368,,495.0,,27406,3323,,,143451,0.0251,0.0338,,,0.0019,,0.00115,,0.0198,0.0172,,,0.0205,0.0,,,0,0,,,0,,0,0,
150,63,430.9365079365079,3922,0,12537688064,968,4310,,,368,,495.0,,27590,3399,,,171715,0.028,0.0338,,,0.00192,,0.00124,,0.0199,0.0172,,,0.0214,0.0,,,0,0,,,0,,0,0,
152,85,429.05882352941177,3860,0,12538376192,1023,4362,,,368,,495.0,,27799,3908,,,173500,0.028,0.0338,,,0.00195,,0.00122,,0.0201,0.0172,,,0.0215,0.0,,,0,0,,,0,,0,0,
154,58,249.36206896551724,3907,0,12542488576,1024,4392,,,368,,495.0,,27995,3935,,,174715,0.028,0.0338,,,0.00195,,0.0012,,0.0202,0.0172,,,0.0227,0.0,,,0,0,,,0,,0,0,
156,62,291.0,3997,0,12556259328,989,4422,,,374,,495.0,,28190,3962,,,175911,0.028,0.0348,,,0.00195,,0.00119,,0.0226,0.0198,,,0.0235,0.0,,,0,0,,,0,,0,0,
158,44,818.5227272727273,3998,0,12560543744,1229,4300,,,374,,495.0,,28386,3989,,,178220,0.028,0.0348,,,0.00195,,0.00117,,0.0229,0.0198,,,0.0237,0.0,,,0,0,,,0,,0,0,
160,114,796.078947368421,3997,0,12562403328,1229,5351,,,374,,494.0,,28582,4016,,,180412,0.028,0.0348,,,0.00195,,0.00116,,0.0231,0.0203,,,0.0238,0.0,,,0,0,,,0,,0,0,
162,59,694.1525423728814,3997,0,12566732800,1229,5387,,,374,,499.0,,28777,4043,,,182935,0.0292,0.0348,,,0.00195,,0.00114,,0.0232,0.021,,,0.024,0.0,,,0,0,,,0,,0,0,
164,71,329.0,3926,0,12570996736,1229,5388,,,379,,499.0,,33904,4054,,,189194,0.0292,0.0337,,,0.00195,,0.00112,,0.0234,0.021,,,0.0242,0.0,,,0,0,,,0,,0,0,
166,43,728.9069767441861,3797,0,12568760320,1229,5468,,,379,,499.0,,34133,4054,,,190592,0.0282,0.0334,,,0.00201,,0.00114,,0.0253,0.021,,,0.0243,0.0,,,0,0,,,0,,0,0,
168,120,608.7166666666667,3878,0,12571529216,1255,5506,,,379,,499.0,,34338,4646,,,217815,0.0351,0.0364,,,0.00201,,0.00123,,0.0253,0.021,,,0.026,0.0,,,0,0,,,0,,0,0,
170,60,396.76666666666665,3877,0,12575227904,1263,5544,,,388,,499.0,,34641,4748,,,220039,0.0351,0.0375,,,0.00201,,0.00121,,0.0257,0.0236,,,0.027,0.0,,,0,0,,,0,,0,0,
172,88,275.77272727272725,3973,0,12570365952,1302,5583,,,388,,499.0,,34886,4780,,,221586,0.0351,0.0375,,,0.00201,,0.00119,,0.0259,0.0236,,,0.027,0.0,,,0,0,,,0,,0,0,
174,79,385.67088607594934,3974,0,12558483456,1466,6334,,,388,,499.0,,35131,4808,,,224862,0.0367,0.0375,,,0.00201,,0.00117,,0.0261,0.0236,,,0.0276,0.0,,,0,0,,,0,,0,0,
176,86,384.36046511627904,3973,0,12560162816,1466,6377,,,388,,499.0,,38909,4808,,,230135,0.0367,0.0375,,,0.00204,,0.00115,,0.0281,0.0236,,,0.0279,0.0,,,0,0,,,0,,0,0,
178,96,417.7291666666667,3973,0,12564426752,1466,6420,,,390,,499.0,,39179,4808,,,231709,0.0367,0.0375,,,0.00204,,0.00113,,0.0283,0.0246,,,0.028,0.0,,,0,0,,,0,,0,0,
180,47,422.2340425531915,4067,0,12563001344,1466,6463,,,390,,499.0,,39448,4919,,,233342,0.0367,0.0395,,,0.00208,,0.00112,,0.0284,0.0246,,,0.0287,0.0,,,0,0,,,0,,0,0,
182,93,768.1182795698925,3848,0,12566876160,1466,6470,,,390,,499.0,,39718,4807,,,258417,0.0367,0.0395,,,0.00208,,0.0011,,0.0286,0.0246,,,0.0292,0.0,,,0,0,,,0,,0,0,
184,87,527.528735632184,3848,0,12570157056,1598,6562,,,390,,499.0,,39987,4807,,,260902,0.0355,0.0414,,,0.00208,,0.00108,,0.0289,0.0246,,,0.0294,0.0,,,0,0,,,0,,0,0,
186,86,623.6976744186046,3904,0,12573360128,1633,6607,,,395,,499.0,,40257,5797,,,265244,0.039,0.0414,,,0.00208,,0.00117,,0.0291,0.0238,,,0.0298,0.0,,,0,0,,,0,,0,0,
188,116,568.7931034482758,3918,0,12569604096,1644,7502,,,395,,499.0,,40638,5829,,,267999,0.0408,0.0414,,,0.00208,,0.00115,,0.0312,0.0281,,,0.0313,0.0,,,0,0,,,0,,0,0,
190,51,377.0,3977,0,12567183360,1683,7553,,,395,,505.0,,40924,5829,,,270359,0.0408,0.0414,,,0.00204,,0.00113,,0.0315,0.0292,,,0.0317,0.0,,,0,0,,,0,,0,0,
192,64,807.828125,3977,0,12572094464,1694,7605,,,395,,505.0,,47039,5829,,,277971,0.0408,0.0414,,,0.00206,,0.00111,,0.0317,0.0292,,,0.0319,0.0,,,0,0,,,0,,0,0,
194,108,908.6111111111112,4064,0,12575346688,1699,7656,,,401,,505.0,,47366,5961,,,280038,0.0408,0.0414,,,0.00214,,0.00109,,0.0318,0.0292,,,0.0319,0.0,,,0,0,,,0,,0,0,
196,91,579.8901098901099,4063,0,12582158336,1699,7684,,,407,,505.0,,47693,6002,,,302086,0.0408,0.04,,,0.00214,,0.00107,,0.0318,0.0292,,,0.0329,0.0,,,0,0,,,0,,0,0,
198,88,786.1818181818181,3883,0,12586102784,1699,7777,,,407,,505.0,,48020,6042,,,304447,0.0408,0.0441,,,0.00214,,0.00105,,0.0324,0.0292,,,0.0333,0.0,,,0,0,,,0,,0,0,
200,92,785.4782608695652,3804,0,12586938368,1644,7832,,,407,,505.0,,48347,6083,,,307015,0.0408,0.0464,,,0.00214,,0.000859,,0.0326,0.0316,,,0.0339,0.0,,,0,0,,,0,,0,0,
202,93,560.2903225806451,3804,0,12580388864,1632,7887,,,407,,505.0,,48674,6809,,,310784,0.0416,0.0464,,,0.00214,,0.00094,,0.0352,0.0316,,,0.0343,0.0,,,0,0,,,0,,0,0,
204,102,642.2254901960785,3804,0,12580413440,1921,8833,,,407,,505.0,,52530,6809,,,316953,0.0433,0.0464,,,0.00214,,0.000921,,0.0354,0.033,,,0.0344,0.0,,,0,0,,,0,,0,0,
206,65,566.8615384615384,3941,0,12581134336,1995,8894,,,407,,505.0,,52922,6809,,,321249,0.0433,0.0464,,,0.00214,,0.000902,,0.0355,0.033,,,0.0359,0.0,,,0,0,,,0,,0,0,
208,68,1111.235294117647,3941,0,12581597184,1995,8955,,,411,,451.0,,53297,6959,,,323544,0.0433,0.0464,,,0.00221,,0.000883,,0.036,0.033,,,0.0364,0.0,,,0,0,,,0,,0,0,
210,128,1034.75,3941,0,12584529920,1995,9017,,,419,,442.0,,53672,7008,,,350166,0.0433,0.0464,,,0.00221,,0.000864,,0.0362,0.033,,,0.0365,0.0,,,0,0,,,0,,0,0,
212,103,690.747572815534,3941,0,12585148416,1995,9078,,,419,,433.0,,54047,7056,,,353062,0.0433,0.0464,,,0.00221,,0.000845,,0.0365,0.033,,,0.0366,0.0,,,0,0,,,0,,0,0,
214,78,395.47435897435895,3856,0,12591325184,1995,9139,,,419,,423.0,,54421,7104,,,355814,0.0433,0.0486,,,0.00221,,0.000826,,0.0367,0.033,,,0.037,0.0,,,0,0,,,0,,0,0,
216,82,458.0,3853,0,12598693888,1995,9164,,,419,,414.0,,54796,7738,,,359016,0.0455,0.0498,,,0.00221,,0.000807,,0.0394,0.0332,,,0.0381,0.0,,,0,0,,,0,,0,0,
218,105,702.8571428571429,3963,0,12605587456,2234,9286,,,419,,404.0,,55171,7791,,,361716,0.0455,0.0516,,,0.00221,,0.000788,,0.0397,0.038,,,0.0391,0.0,,,0,0,,,0,,0,0,
220,85,831.964705882353,3963,0,12603097088,2234,10162,,,419,,395.0,,60797,7843,,,371806,0.0455,0.0516,,,0.00225,,0.000766,,0.0399,0.038,,,0.0393,0.0,,,0,0,,,0,,0,0,
222,115,747.7130434782608,3963,0,12601851904,2234,10232,,,419,,386.0,,61207,7862,,,374309,0.0455,0.0516,,,0.00225,,0.000747,,0.0399,0.038,,,0.039,0.0,,,0,0,,,0,,0,0,
224,104,579.7307692307693,3963,0,12609114112,2234,10303,,,405,,369.0,,61667,7862,,,398068,0.0455,0.0529,,,0.00218,,0.000728,,0.0405,0.038,,,0.0398,0.0,,,0,0,,,0,,0,0,
226,89,601.3820224719101,3963,0,12616998912,2234,10373,,,432,,360.0,,62096,8282,,,401371,0.0455,0.0529,,,0.0023,,0.000709,,0.0408,0.038,,,0.0399,0.0,,,0,0,,,0,,0,0,
228,82,547.5,3868,0,12617904128,2293,10443,,,432,,351.0,,62524,8479,,,404319,0.0455,0.0529,,,0.0023,,0.00069,,0.0411,0.0401,,,0.0413,0.0,,,0,0,,,0,,0,0,
230,84,615.7380952380952,3868,0,12622544896,2486,10513,,,432,,342.0,,62953,8537,,,408184,0.0439,0.0529,,,0.0023,,0.000671,,0.0413,0.0401,,,0.0414,0.0,,,0,0,,,0,,0,0,
232,118,777.8813559322034,3809,0,12625616896,2503,10537,,,432,,333.0,,63381,8595,,,410780,0.0486,0.0529,,,0.00232,,0.000652,,0.0402,0.0401,,,0.0419,0.0,,,0,0,,,0,,0,0,
234,86,831.3139534883721,3964,0,12628283392,2520,11484,,,432,,323.0,,68545,8654,,,420537,0.0486,0.0529,,,0.00232,,0.000633,,0.0445,0.0401,,,0.0429,0.0,,,0,0,,,0,,0,0,
236,131,907.6870229007634,3964,0,12629266432,2524,11564,,,432,,290.0,,69006,8712,,,443590,0.0486,0.0552,,,0.00232,,0.000631,,0.0448,0.0386,,,0.0431,0.0,,,0,0,,,0,,0,0,
238,92,568.6086956521739,3964,0,12629778432,2524,11644,,,443,,281.0,,69536,8760,,,446939,0.0486,0.0552,,,0.00232,,0.000612,,0.0451,0.0441,,,0.0437,0.0,,,0,0,,,0,,0,0,
240,97,695.5257731958762,3875,0,12629229568,2524,11725,,,443,,273.0,,70026,8760,,,450585,0.0486,0.0535,,,0.00232,,0.000592,,0.0455,0.0441,,,0.0441,0.0,,,0,0,,,0,,0,0,
242,88,792.9545454545455,3875,0,12636147712,2524,11805,,,443,,264.0,,70517,8495,,,453435,0.0486,0.0531,,,0.00238,,0.000573,,0.0458,0.0441,,,0.0442,0.0,,,0,0,,,0,,0,0,
244,116,1064.2241379310344,3875,0,12645511168,2684,11885,,,443,,256.0,,71007,9641,,,457765,0.0486,0.0596,,,0.00236,,0.000553,,0.0462,0.0469,,,0.0452,0.0,,,0,0,,,0,,0,0,
246,113,809.4690265486726,3875,0,12649394176,2783,12571,,,443,,247.0,,71497,9707,,,461554,0.0506,0.0596,,,0.00237,,0.000319,,0.0465,0.0469,,,0.0467,0.0,,,0,0,,,0,,0,0,
248,100,657.84,3950,0,12650553344,2802,12655,,,443,,239.0,,71988,9772,,,464841,0.049,0.0611,,,0.00245,,0.000374,,0.0489,0.049,,,0.0473,0.0,,,0,0,,,0,,0,0,
250,83,932.1204819277108,3949,0,12649734144,2817,12757,,,443,,187.0,,70192,9838,,,465815,0.0506,0.0611,,,0.00245,,0.000359,,0.0492,0.049,,,0.0477,0.0,,,0,0,,,0,,0,0,
252,123,866.0487804878048,3949,0,12651548672,2817,12847,,,459,,180.0,,78479,9864,,,477068,0.0506,0.0611,,,0.00245,,0.000345,,0.0496,0.049,,,0.0479,0.0,,,0,0,,,0,,0,0,
254,97,824.3917525773196,3949,0,12657270784,2817,12937,,,459,,174.0,,79006,9864,,,510391,0.0506,0.0611,,,0.00245,,0.000331,,0.0499,0.049,,,0.0481,0.0,,,0,0,,,0,,0,0,
256,82,970.4756097560976,3885,0,12655181824,2817,13027,,,459,,167.0,,79621,9864,,,513975,0.0506,0.0611,,,0.00245,,0.000317,,0.0503,0.049,,,0.0485,0.0,,,0,0,,,0,,0,0,
258,125,1348.024,3965,0,12655239168,2817,13117,,,459,,160.0,,80181,10694,,,518231,0.0525,0.0611,,,0.00249,,0.000303,,0.0506,0.0511,,,0.0494,0.0,,,0,0,,,0,,0,0,
260,129,1068.9767441860463,3839,0,12670283776,3098,13208,,,459,,153.0,,80742,10768,,,522013,0.0525,0.0653,,,0.00249,,0.000288,,0.0508,0.0511,,,0.0507,0.0,,,0,0,,,0,,0,0,
262,100,865.24,3839,0,12734156800,3107,12832,,,464,,146.0,,81303,10842,,,525148,0.0524,0.0653,,,0.00249,,0.000274,,0.0514,0.0534,,,0.0511,0.0,,,0,0,,,0,,0,0,
264,81,942.493827160494,3839,0,12730925056,3107,14413,,,464,,140.0,,81863,10916,,,531354,0.0524,0.0653,,,0.00245,,0.00018,,0.0501,0.0534,,,0.0513,0.0,,,0,0,,,0,,0,0,
266,99,1112.6161616161617,3949,0,12740960256,3107,14510,,,464,,74.7,,82424,10990,,,535060,0.0524,0.0653,,,0.00253,,0.00017,,0.0542,0.0534,,,0.0519,0.0,,,0,0,,,0,,0,0,
268,123,1272.1869918699188,3949,0,12750942208,3107,14570,,,464,,71.0,,80204,11064,,,557796,0.0524,0.0653,,,0.00253,,0.00016,,0.0545,0.0534,,,0.0521,0.0,,,0,0,,,0,,0,0,
270,127,1211.03937007874,3949,0,12767551488,3208,14717,,,457,,67.2,,88601,11500,,,570248,0.0538,0.0669,,,0.00253,,0.00015,,0.0549,0.0534,,,0.0529,0.0,,,0,0,,,0,,0,0,
272,78,1010.5641025641024,3967,0,12774838272,3343,14818,,,460,,63.4,,89195,11500,,,575402,0.0542,0.0711,,,0.00256,,0.000141,,0.0553,0.0534,,,0.0534,0.0,,,0,0,,,0,,0,0,
274,134,1268.6044776119404,3871,0,12776181760,3365,14919,,,474,,59.7,,89859,11701,,,579559,0.056,0.0711,,,0.00256,,0.000131,,0.0557,0.0534,,,0.0543,0.0,,,0,0,,,0,,0,0,
276,109,1143.2385321100917,3871,0,12774354944,3382,15020,,,474,,55.9,,90477,11780,,,583943,0.056,0.0711,,,0.00256,,0.000121,,0.0559,0.06,,,0.0554,0.0,,,0,0,,,0,,0,0,
278,102,870.1764705882352,3871,0,12775239680,3382,15121,,,459,,52.2,,91095,11860,,,588867,0.056,0.0711,,,0.00256,,0.000111,,0.0565,0.06,,,0.0557,0.0,,,0,0,,,0,,0,0,
280,90,1000.9555555555556,3871,0,12775612416,3382,15147,,,487,,,,94735,11915,,,595871,0.056,0.0711,,,0.00256,,,,0.0569,0.06,,,0.0559,0.0,,,0,0,,,0,,0,0,
282,87,1215.0689655172414,3985,0,12772900864,3382,16225,,,487,,,,95373,11915,,,621639,0.056,0.0711,,,0.0026,,,,0.0588,0.06,,,0.0566,0.0,,,0,0,,,0,,0,0,
284,83,1255.0240963855422,3910,0,12768710656,3382,16339,,,487,,,,96082,11915,,,626746,0.056,0.0731,,,0.0026,,,,0.0592,0.06,,,0.0569,0.0,,,0,0,,,0,,0,0,
286,146,1593.849315068493,4003,0,12776005632,3494,16453,,,487,,,,96747,11779,,,631533,0.056,0.0731,,,0.0026,,,,0.0596,0.0619,,,0.0573,0.0,,,0,0,,,0,,0,0,
288,141,1161.212765957447,4003,0,12769267712,3425,16567,,,483,,,,97413,12903,,,637182,0.0563,0.0731,,,0.00252,,,,0.06,0.0619,,,0.0572,0.0,,,0,0,,,0,,0,0,
290,80,1114.05,3933,0,12773953536,3700,16681,,,500,,,,98078,12991,,,641717,0.0576,0.0774,,,0.0025,,,,0.0604,0.0619,,,0.059,0.0,,,0,0,,,0,,0,0,
292,116,1139.3275862068965,3872,0,12775997440,3725,16794,,,500,,,,98744,13080,,,646173,0.058,0.0774,,,0.00265,,,,0.0609,0.0619,,,0.0594,0.0,,,0,0,,,0,,0,0,
294,87,1201.9195402298851,3872,0,12697198592,3750,16908,,,500,,,,103032,13168,,,669747,0.0599,0.0774,,,0.00267,,,,0.0613,0.0641,,,0.06,0.0,,,0,0,,,0,,0,0,
296,111,1347.261261261261,3872,0,12697862144,3763,17022,,,482,,,,103749,13257,,,674562,0.0599,0.0789,,,0.00276,,,,0.0637,0.0641,,,0.0605,0.0,,,0,0,,,0,,0,0,
298,69,1497.8260869565215,3872,0,12690169856,3763,17720,,,500,,,,104466,13265,,,679710,0.0599,0.0789,,,0.00276,,,,0.0641,0.0641,,,0.0604,,,,0,0,,,0,,0,0,
300,80,1865.5,3914,142,12689408000,3763,17916,,,500,,,,105182,13265,,,684532,0.0599,0.0789,,,0.00276,,,,0.0646,0.0661,,,0.0615,,,,0,0,,,0,,0,0,
302,155,1810.7870967741935,3980,286,12691775488,3763,18043,,,500,,,,105899,13565,,,688595,0.0599,0.0789,,,0.00276,,,,0.065,0.0661,,,0.0623,,,,0,0,,,0,,0,0,
304,124,1347.548387096774,3896,288,12692750336,3968,18169,,,500,,,,106616,13199,,,694583,0.0579,0.0789,,,0.00283,,,,0.0652,0.0687,,,0.0628,,,,0,0,,,0,,0,0,
306,93,1048.774193548387,3896,291,12694827008,3995,18295,,,505,,,,107332,14203,,,700084,0.0588,0.0832,,,0.00283,,,,0.066,0.0687,,,0.0631,,,,0,0,,,0,,0,0,
308,94,1155.595744680851,3896,294,12699123712,4022,18422,,,505,,,,110453,14300,,,710013,0.0588,0.0832,,,0.00283,,,,0.0664,0.0687,,,0.0638,,,,0,0,,,0,,0,0,
310,115,1259.7826086956522,3896,297,12695429120,4030,18548,,,505,,,,111218,14398,,,697292,0.0609,0.0832,,,0.00283,,,,0.0669,0.0687,,,0.0644,,,,0,0,,,0,,0,0,
312,101,1244.3465346534654,3956,291,12700131328,4030,19153,,,509,,,,111983,14495,,,739341,0.0609,0.0806,,,0.00292,,,,0.0652,0.0701,,,0.0643,,,,0,0,,,0,,0,0,
314,107,1415.5981308411217,4022,293,12728631296,4030,19283,,,509,,,,112749,14592,,,744751,0.0609,0.08,,,0.00292,,,,0.0692,0.0701,,,0.0647,,,,0,0,,,0,,0,0,
