Timestamp,Requests je Sekunde,Durchschnittliche Antwortzeitintervalle,i_o_read,i_o_write,memory,network_outgoing_pod-pod-1,network_outgoing_pod-pod-2,network_outgoing_pod-pod-3,network_outgoing_pod-pod-4,network_outgoing_pod-pod-5,network_outgoing_pod-pod-6,network_outgoing_pod-pod-7,network_outgoing_pod-pod-8,network_outgoing_pod-pod-9,network_outgoing_pod-pod-10,network_outgoing_pod-pod-11,network_outgoing_pod-pod-12,network_outgoing_pod-pod-13,network_outgoing_system,cpu_pod-pod-1,cpu_pod-pod-2,cpu_pod-pod-3,cpu_pod-pod-4,cpu_pod-pod-5,cpu_pod-pod-6,cpu_pod-pod-7,cpu_pod-pod-8,cpu_pod-pod-9,cpu_pod-pod-10,cpu_pod-pod-11,cpu_pod-pod-12,cpu_pod-pod-13,cpu_system,pod_restart,cpu_system_lag_1,cpu_system_lag_2,cpu_system_lag_3,cpu_system_lag_4,cpu_system_lag_5,Requests je Sekunde_lag_1,Requests je Sekunde_lag_2,Requests je Sekunde_lag_3,Requests je Sekunde_lag_4,Requests je Sekunde_lag_5,memory_lag_1,memory_lag_2,memory_lag_3,memory_lag_4,memory_lag_5,Requests je Sekunde_rolling_avg_5,cpu_system_rolling_avg_5,memory_rolling_avg_5,cpu_pod-pod-1_rolling_avg_5,cpu_pod-pod-11_rolling_avg_5,cpu_pod-pod-8_rolling_avg_5,cpu_system_cumsum,memory_cumsum,network_outgoing_system_log_scaled,memory_log_scaled,cpu_system_log_scaled
246,54,104.72222222222224,4116.0,29.2,12917510144,3141.0,10135.0,10568.0,16131.0,1017.0,265585.0,947.0,18536.0,947.0,65159.0,8342.0,2596.0,3426.0,406531.0,0.0279,0.0513,0.0149,0.14,0.00609,0.0878,0.00101,0.0702,0.0288,0.0364,0.0319,0.00433,0.00771,0.0424,0.0,0.042,0.0416,0.0413,0.0408,0.0399,55.0,71.0,60.0,50.0,69.0,12916330496.0,12917170176.0,12916445184.0,12916248576.0,12927098880.0,58.0,0.041620000000000004,12916740915.2,0.0279,0.0319,0.06844000000000001,2.2387200000000003,1421247410176,12.915417925658891,23.281849603493992,0.04152574682849831
248,55,104.8181818181818,4126.0,29.2,12915171328,3291.0,10135.0,10934.0,16381.0,1017.0,265585.0,912.0,18686.0,995.0,65159.0,8342.0,2665.0,3426.0,407528.0,0.0291,0.0513,0.0149,0.14,0.00609,0.0909,0.000976,0.0708,0.0288,0.0379,0.0344,0.00442,0.00771,0.0431,0.0,0.0424,0.042,0.0416,0.0413,0.0408,54.0,55.0,71.0,60.0,50.0,12917510144.0,12916330496.0,12917170176.0,12916445184.0,12916248576.0,59.0,0.04208,12916525465.6,0.028140000000000005,0.0324,0.06917999999999999,2.28182,1434162581504,12.917867374775073,23.281668529298596,0.04219704869978835
250,53,456.9811320754717,4130.0,29.2,12915093504,3291.0,10135.0,10934.0,16381.0,1017.0,265585.0,933.0,18836.0,1014.0,65159.0,8342.0,2665.0,3426.0,407719.0,0.0291,0.0526,0.0149,0.14,0.00609,0.0926,0.000944,0.0714,0.0296,0.0379,0.0344,0.00442,0.00771,0.0435,0.0,0.0431,0.0424,0.042,0.0416,0.0413,55.0,54.0,55.0,71.0,60.0,12915171328.0,12917510144.0,12916330496.0,12917170176.0,12916445184.0,57.6,0.04252,12916255129.6,0.02838,0.0329,0.06992000000000001,2.32532,1447077675008,12.918335943282349,23.28166250349898,0.04258044753511839
252,76,220.0,4139.0,29.2,12926218240,3359.0,10135.0,11216.0,16381.0,1035.0,273339.0,897.0,18986.0,1014.0,65159.0,8342.0,2665.0,3426.0,415955.0,0.0296,0.0543,0.0149,0.14,0.00632,0.0926,0.000912,0.072,0.0298,0.0379,0.0344,0.00442,0.00813,0.0438,0.0,0.0435,0.0431,0.0424,0.042,0.0416,53.0,55.0,54.0,55.0,71.0,12915093504.0,12915171328.0,12917510144.0,12916330496.0,12917170176.0,58.6,0.04296,12918064742.4,0.028720000000000002,0.0334,0.07065999999999999,2.36912,1460003893248,12.938334764418672,23.28252350752204,0.042867900227175806
254,56,220.0,4149.0,27.6,12934647808,3359.0,10135.0,11216.0,16381.0,1035.0,273339.0,860.0,19136.0,1014.0,65159.0,8342.0,2665.0,3426.0,416068.0,0.0296,0.0543,0.0149,0.143,0.00632,0.0926,0.000879,0.0726,0.0312,0.0389,0.0344,0.00453,0.00835,0.0443,0.0,0.0438,0.0435,0.0431,0.0424,0.042,76.0,53.0,55.0,54.0,55.0,12926218240.0,12915093504.0,12915171328.0,12917510144.0,12916330496.0,58.8,0.04342,12921728204.8,0.029060000000000002,0.0339,0.07139999999999999,2.41342,1472938541056,12.938606390873874,23.283175424459568,0.04334680450336586
256,62,220.0,4144.0,28.1,12937560064,3359.0,10135.0,11216.0,16381.0,1035.0,273339.0,824.0,19286.0,1014.0,65159.0,8992.0,2665.0,3614.0,417020.0,0.0296,0.0543,0.0144,0.143,0.00632,0.0926,0.000847,0.0732,0.0312,0.0389,0.0344,0.00453,0.00835,0.0443,0.0,0.0443,0.0438,0.0435,0.0431,0.0424,56.0,76.0,53.0,55.0,54.0,12934647808.0,12926218240.0,12915093504.0,12915171328.0,12917510144.0,60.4,0.0438,12925738188.8,0.029400000000000003,0.0344,0.072,2.4577199999999997,1485876101120,12.940891859225161,23.283400550666535,0.04334680450336586
258,60,110.21666666666668,4138.0,28.5,12905123840,3359.0,10135.0,11216.0,17021.0,1076.0,273339.0,787.0,19597.0,1014.0,65159.0,8992.0,2665.0,3738.0,418099.0,0.0296,0.0543,0.0156,0.15,0.00632,0.0926,0.000815,0.0738,0.0312,0.0389,0.0344,0.00453,0.00835,0.0451,0.0,0.0443,0.0443,0.0438,0.0435,0.0431,62.0,56.0,76.0,53.0,55.0,12937560064.0,12934647808.0,12926218240.0,12915093504.0,12915171328.0,61.4,0.0442,12923728691.2,0.029500000000000005,0.0344,0.0726,2.50282,1498781224960,12.943475917344657,23.280890266428944,0.04411257461832096
260,76,219.0,4182.0,29.0,12904660992,3359.0,10094.0,11216.0,17021.0,1076.0,285645.0,751.0,19748.0,1014.0,65159.0,8992.0,2802.0,3738.0,430614.0,0.0311,0.0543,0.0156,0.15,0.00632,0.0926,0.000785,0.0719,0.0312,0.0408,0.0344,0.00453,0.00835,0.0452,0.0,0.0451,0.0443,0.0443,0.0438,0.0435,60.0,62.0,56.0,76.0,53.0,12905123840.0,12937560064.0,12934647808.0,12926218240.0,12915093504.0,66.0,0.044539999999999996,12921642188.8,0.029900000000000003,0.0344,0.0727,2.5480199999999997,1511685885952,12.972969698419465,23.280854400341486,0.044208254664320365
262,58,103.1206896551724,4217.0,29.0,12881866752,3466.0,10748.0,11216.0,17021.0,1076.0,285645.0,715.0,19899.0,1014.0,70765.0,8992.0,2802.0,3738.0,437095.0,0.0311,0.0575,0.0156,0.15,0.00647,0.0944,0.000753,0.0756,0.0312,0.0408,0.0344,0.00453,0.00835,0.0459,0.0,0.0452,0.0451,0.0443,0.0443,0.0438,76.0,60.0,62.0,56.0,76.0,12904660992.0,12905123840.0,12937560064.0,12934647808.0,12926218240.0,62.4,0.04496,12912771891.2,0.030199999999999998,0.0344,0.07342,2.59392,1524567752704,12.987908129585557,23.279086481359798,0.04487775877808546
264,52,87.75,4173.0,29.0,12856098816,3581.0,11102.0,11752.0,17348.0,1076.0,285645.0,473.0,20051.0,1008.0,70765.0,8992.0,2802.0,3738.0,438332.0,0.0311,0.0575,0.0161,0.15,0.00647,0.0977,0.000721,0.0762,0.0312,0.0414,0.0362,0.00453,0.00835,0.0465,0.0,0.0459,0.0452,0.0451,0.0443,0.0443,58.0,76.0,60.0,62.0,56.0,12881866752.0,12904660992.0,12905123840.0,12937560064.0,12934647808.0,61.6,0.0454,12897062092.8,0.0305,0.03476,0.07414,2.6404199999999998,1537423851520,12.99073417446933,23.27708415180199,0.04545126290391737
266,61,217.0,4135.0,28.9,12856651776,3625.0,11102.0,11752.0,17348.0,1076.0,291000.0,614.0,20202.0,1095.0,70765.0,8992.0,2802.0,3738.0,444109.0,0.0311,0.0575,0.0166,0.15,0.00675,0.0977,0.000689,0.0768,0.0312,0.0414,0.0372,0.00458,0.00835,0.0467,0.0,0.0465,0.0459,0.0452,0.0451,0.0443,52.0,58.0,76.0,60.0,62.0,12856098816.0,12881866752.0,12904660992.0,12905123840.0,12937560064.0,61.4,0.04588,12880880435.2,0.0308,0.035320000000000004,0.07486,2.6871199999999997,1550280503296,13.003827558477704,23.277127162369688,0.04564235787870107
268,54,89.44444444444444,4118.0,28.2,12856246272,3625.0,11102.0,12047.0,17348.0,1040.0,291000.0,578.0,20353.0,1095.0,70765.0,8992.0,2802.0,3738.0,444483.0,0.0301,0.0575,0.0166,0.152,0.00675,0.0977,0.000657,0.0774,0.0303,0.0414,0.0372,0.00468,0.00893,0.0468,0.0,0.0467,0.0465,0.0459,0.0452,0.0451,61.0,52.0,58.0,76.0,60.0,12856651776.0,12856098816.0,12881866752.0,12904660992.0,12905123840.0,60.2,0.04622,12871104921.6,0.0309,0.035879999999999995,0.07558000000000001,2.73392,1563136749568,13.00466933778768,23.27709562146759,0.04573789167385374
270,68,216.0,4164.0,28.2,12852764672,3625.0,11102.0,12047.0,18328.0,1091.0,291000.0,542.0,20504.0,1095.0,70765.0,8992.0,2802.0,3738.0,445630.0,0.0299,0.0575,0.0166,0.152,0.00675,0.0977,0.000625,0.078,0.0317,0.0414,0.0372,0.00468,0.00893,0.0469,0.0,0.0468,0.0467,0.0465,0.0459,0.0452,54.0,61.0,52.0,58.0,76.0,12856246272.0,12856651776.0,12856098816.0,12881866752.0,12904660992.0,58.6,0.046560000000000004,12860725657.6,0.03066,0.03644,0.07680000000000001,2.78082,1575989514240,13.00724653429568,23.27682477479608,0.04583341634317221
272,64,106.3125,4170.0,28.2,12855840768,3625.0,11246.0,12047.0,18328.0,1091.0,300099.0,506.0,20656.0,1095.0,70765.0,9154.0,2924.0,3738.0,455273.0,0.0304,0.0575,0.0171,0.152,0.00675,0.0977,0.00066,0.0786,0.0341,0.0414,0.0372,0.00468,0.00893,0.0473,0.0,0.0469,0.0468,0.0467,0.0465,0.0459,68.0,54.0,61.0,52.0,58.0,12852764672.0,12856246272.0,12856651776.0,12856098816.0,12881866752.0,59.8,0.04684000000000001,12855520460.8,0.03052,0.03699999999999999,0.0774,2.8281199999999997,1588845355008,13.028654714486951,23.277064079570632,0.04621542379696299
274,50,215.0,4187.0,28.2,12826243072,3625.0,11246.0,12047.0,18328.0,1140.0,311446.0,470.0,21032.0,1095.0,70765.0,9091.0,2924.0,3706.0,466914.0,0.0317,0.0575,0.0171,0.158,0.00675,0.103,0.000625,0.0792,0.0341,0.0432,0.0372,0.00468,0.00893,0.0485,0.0,0.0473,0.0469,0.0468,0.0467,0.0465,64.0,68.0,54.0,61.0,52.0,12855840768.0,12852764672.0,12856246272.0,12856651776.0,12856098816.0,59.4,0.04724,12849549312.0,0.03064,0.0372,0.078,2.87662,1601671598080,13.05390250723672,23.274759149076225,0.04736057135983759
276,58,92.10344827586206,4128.0,28.9,12830040064,3660.0,11246.0,12047.0,18328.0,1140.0,311446.0,434.0,21185.0,1095.0,70765.0,9651.0,2986.0,4020.0,468002.0,0.0317,0.0606,0.0171,0.163,0.00675,0.103,0.000591,0.0803,0.0341,0.0439,0.0372,0.00468,0.00893,0.0493,0.0,0.0485,0.0473,0.0469,0.0468,0.0467,50.0,64.0,68.0,54.0,61.0,12826243072.0,12855840768.0,12852764672.0,12856246272.0,12856651776.0,58.8,0.047760000000000004,12844226969.6,0.03076,0.0372,0.0787,2.92592,1614501638144,13.056229985135648,23.275055138328238,0.04812327518172827
278,58,214.0,4189.0,28.8,12832804864,3660.0,11246.0,12489.0,18328.0,1140.0,311446.0,398.0,21337.0,1095.0,68535.0,9651.0,2986.0,4020.0,466332.0,0.0317,0.0625,0.0171,0.163,0.00652,0.0996,0.000556,0.0809,0.0341,0.0439,0.0392,0.0048,0.00908,0.0494,0.0,0.0493,0.0485,0.0473,0.0469,0.0468,58.0,50.0,64.0,68.0,54.0,12830040064.0,12826243072.0,12855840768.0,12852764672.0,12856246272.0,59.6,0.04828,12839538688.0,0.031079999999999997,0.0376,0.0794,2.97532,1627334443008,13.05265525018297,23.275270609373496,0.04821857227047433
280,53,214.0,4185.0,29.3,12837269504,3831.0,11699.0,12489.0,17741.0,1137.0,311446.0,363.0,21490.0,1095.0,76917.0,9651.0,2986.0,4020.0,474865.0,0.0317,0.0625,0.0171,0.163,0.00682,0.105,0.000522,0.0815,0.0341,0.0439,0.0392,0.0048,0.00908,0.05,0.0,0.0494,0.0493,0.0485,0.0473,0.0469,58.0,58.0,50.0,64.0,68.0,12832804864.0,12830040064.0,12826243072.0,12855840768.0,12852764672.0,56.6,0.0489,12836439654.4,0.031439999999999996,0.03799999999999999,0.08009999999999999,3.02532,1640171712512,13.070787937954446,23.275618457220034,0.04879016416943201
282,71,316.9577464788732,4164.0,28.5,12846243840,3831.0,11699.0,12489.0,18711.0,1137.0,301724.0,,21643.0,1125.0,76917.0,9651.0,2986.0,4020.0,465933.0,0.0317,0.0625,0.0176,0.163,0.00712,0.105,0.000488,0.0822,0.0341,0.0439,0.0392,0.0048,0.00942,0.0501,0.0,0.05,0.0494,0.0493,0.0485,0.0473,53.0,58.0,58.0,50.0,64.0,12837269504.0,12832804864.0,12830040064.0,12826243072.0,12855840768.0,58.0,0.04946,12834520268.8,0.0317,0.038400000000000004,0.08082,3.07542,1653017956352,13.051799272175892,23.276317297463915,0.04888539772981063
284,54,78.62962962962963,4164.0,28.5,12846653440,3831.0,11699.0,12103.0,18711.0,1137.0,315427.0,,21796.0,1125.0,76917.0,9651.0,3158.0,4020.0,479575.0,0.0317,0.0625,0.0177,0.158,0.00712,0.105,0.000453,0.0828,0.0365,0.0439,0.0399,0.0048,0.00942,0.05,0.0,0.0501,0.05,0.0494,0.0493,0.0485,71.0,53.0,58.0,58.0,50.0,12846243840.0,12837269504.0,12832804864.0,12830040064.0,12826243072.0,58.8,0.049760000000000006,12838602342.4,0.0317,0.038939999999999995,0.08154,3.1254199999999996,1665864609792,13.08065765918195,23.276349181762175,0.04879016416943201
286,62,214.0,4154.0,28.5,12845125632,3831.0,11699.0,12511.0,19667.0,1137.0,315427.0,,21949.0,1125.0,76917.0,9651.0,3158.0,4020.0,481092.0,0.0312,0.0625,0.0183,0.157,0.00712,0.105,,0.0834,0.0365,0.0456,0.0399,0.0048,0.00942,0.0501,0.0,0.05,0.0501,0.05,0.0494,0.0493,54.0,71.0,53.0,58.0,58.0,12846653440.0,12846243840.0,12837269504.0,12832804864.0,12830040064.0,59.6,0.04992,12841619456.0,0.031599999999999996,0.03948,0.08216,3.1755199999999997,1678709735424,13.083815877592086,23.276230248153304,0.04888539772981063
288,70,214.0,4128.0,29.1,12847345664,3831.0,11345.0,13095.0,19667.0,1137.0,315427.0,,22102.0,1125.0,76917.0,9958.0,3158.0,4029.0,481790.0,0.0324,0.0637,0.0183,0.166,0.00712,0.105,,0.084,0.0365,0.0461,0.0399,0.0048,0.00942,0.0511,0.0,0.0501,0.05,0.0501,0.05,0.0494,62.0,54.0,71.0,53.0,58.0,12845125632.0,12846653440.0,12846243840.0,12837269504.0,12832804864.0,62.0,0.05025999999999999,12844527616.0,0.03174,0.03962,0.08277999999999999,3.2266199999999996,1691557081088,13.085265689038248,23.276403063915538,0.04983723484717165
290,60,88.06666666666666,4154.0,29.1,12850143232,3871.0,11834.0,13095.0,19667.0,1137.0,315427.0,,22255.0,1125.0,76917.0,10280.0,3172.0,4029.0,482807.0,0.0324,0.0637,0.0184,0.166,0.00712,0.11,,0.0846,0.0365,0.0461,0.0399,0.00482,0.00942,0.0516,,0.0511,0.0501,0.05,0.0501,0.05,70.0,62.0,54.0,71.0,53.0,12847345664.0,12845125632.0,12846653440.0,12846243840.0,12837269504.0,63.4,0.05058,12847102361.6,0.03188,0.039760000000000004,0.0834,3.2782199999999997,1704407224320,13.087374338076517,23.276620794762483,0.050312813873589095
292,55,213.0,4168.0,29.1,12842229760,3871.0,12374.0,13095.0,19667.0,1153.0,331536.0,,22625.0,1178.0,76917.0,10345.0,3172.0,4146.0,500079.0,0.0324,0.0637,0.0184,0.175,0.00712,0.11,,0.0822,0.0365,0.0461,0.0399,0.00498,0.00942,0.0521,,0.0516,0.0511,0.0501,0.05,0.0501,60.0,70.0,62.0,54.0,71.0,12850143232.0,12847345664.0,12845125632.0,12846653440.0,12846243840.0,60.2,0.050980000000000004,12846299545.6,0.03202,0.0399,0.0834,3.3303199999999995,1717249454080,13.122523364605694,23.27600477753028,0.05078816683210506
294,62,213.0,4206.0,28.6,12841938944,4029.0,12374.0,13095.0,19667.0,1195.0,331536.0,,22780.0,1178.0,76917.0,10345.0,3172.0,4277.0,500565.0,0.0324,0.0668,0.0184,0.175,0.00709,0.112,,0.0865,0.0365,0.0461,0.0423,0.00501,0.00989,0.0531,,0.0521,0.0516,0.0511,0.0501,0.05,55.0,60.0,70.0,62.0,54.0,12842229760.0,12850143232.0,12847345664.0,12845125632.0,12846653440.0,61.8,0.0516,12845356646.4,0.03216,0.04038,0.08413999999999999,3.3834199999999996,1730091393024,13.123494737175443,23.27598213198521,0.05173819540441444
296,65,93.95384615384616,4219.0,28.1,12834283520,4029.0,12374.0,13095.0,19793.0,1194.0,331536.0,,22934.0,1178.0,77620.0,10345.0,3172.0,4277.0,501547.0,0.0324,0.0668,0.0184,0.175,0.00709,0.112,,0.0871,0.0365,0.048,0.0423,0.00501,0.00989,0.0533,,0.0531,0.0521,0.0516,0.0511,0.0501,62.0,55.0,60.0,70.0,62.0,12841938944.0,12842229760.0,12850143232.0,12847345664.0,12845125632.0,62.4,0.052239999999999995,12843188224.0,0.0324,0.040859999999999994,0.08488,3.4367199999999998,1742925676544,13.12545459466536,23.275385827428572,0.051928092860359196
298,69,212.0,4190.0,28.1,12833529856,4029.0,12374.0,13122.0,19793.0,1194.0,333737.0,,23089.0,1183.0,81911.0,10345.0,3172.0,4277.0,508226.0,0.0324,0.0668,0.0184,0.175,0.00728,0.112,,0.0877,0.0365,0.048,0.0423,0.00501,0.00989,0.0535,,0.0533,0.0531,0.0521,0.0516,0.0511,65.0,62.0,55.0,60.0,70.0,12834283520.0,12841938944.0,12842229760.0,12850143232.0,12847345664.0,62.2,0.05272,12840425062.4,0.0324,0.04134,0.08562,3.49022,1755759206400,13.138683477146413,23.275327102987255,0.05211795426210667
300,41,212.0,4151.0,28.7,12828278784,4029.0,12374.0,13122.0,20399.0,1194.0,333737.0,,23285.0,1183.0,81911.0,10345.0,3291.0,4277.0,509147.0,0.0335,0.0668,0.0185,0.175,0.00728,0.112,,0.0883,0.0368,0.048,0.0423,0.00501,0.00989,0.0537,,0.0535,0.0533,0.0531,0.0521,0.0516,69.0,65.0,62.0,55.0,60.0,12833529856.0,12834283520.0,12841938944.0,12842229760.0,12850143232.0,58.4,0.05314,12836052172.8,0.03262,0.041819999999999996,0.08635999999999999,3.54392,1768587485184,13.140494019476609,23.27491785107937,0.05230777962334486
302,40,606.4,4148.0,28.7,12612382720,4029.0,12374.0,13706.0,21177.0,1194.0,333737.0,,23449.0,1183.0,81911.0,10416.0,3291.0,4284.0,510751.0,0.0335,0.0668,0.0193,0.175,0.00728,0.112,,0.089,0.0382,0.048,0.0423,0.00501,0.00989,0.0539,,0.0537,0.0535,0.0533,0.0531,0.0521,41.0,69.0,65.0,62.0,55.0,12828278784.0,12833529856.0,12834283520.0,12841938944.0,12842229760.0,55.4,0.053500000000000006,12790082764.8,0.03284,0.0423,0.08771999999999999,3.59782,1781199867904,13.143639428482285,23.257944923950596,0.05249756895775399
304,79,314.8481012658228,4128.0,28.7,12387741696,4029.0,12749.0,13706.0,21177.0,1194.0,333737.0,,23613.0,1183.0,81911.0,10416.0,3291.0,4284.0,511289.0,0.0323,0.0648,0.0193,0.175,0.00728,0.119,,0.0896,0.0382,0.0466,0.0423,0.00501,0.00989,0.0541,,0.0539,0.0537,0.0535,0.0533,0.0531,40.0,41.0,69.0,65.0,62.0,12612382720.0,12828278784.0,12833529856.0,12834283520.0,12841938944.0,58.8,0.053700000000000005,12699243315.2,0.03282,0.0423,0.08834,3.65192,1793587609600,13.144692222887391,23.239973247774433,0.052687322279006465
306,55,69.14545454545454,4165.0,28.1,12401840128,4268.0,12430.0,13706.0,21177.0,1194.0,351864.0,,23820.0,1183.0,81911.0,11003.0,3184.0,4284.0,530025.0,0.0341,0.067,0.0193,0.175,0.00728,0.12,,0.0902,0.0382,0.0485,0.0423,0.00501,0.0103,0.0548,,0.0541,0.0539,0.0537,0.0535,0.0533,79.0,40.0,41.0,69.0,65.0,12387741696.0,12612382720.0,12828278784.0,12833529856.0,12834283520.0,56.8,0.054000000000000006,12612754636.8,0.03316,0.0423,0.08896,3.7067200000000002,1805989449728,13.180681340928842,23.24111069604758,0.05335117549699457
308,52,214.0,4205.0,28.7,12403036160,4268.0,13278.0,13706.0,21177.0,1194.0,351864.0,,23984.0,1221.0,82108.0,11003.0,3303.0,4284.0,531391.0,0.0341,0.0695,0.0193,0.183,0.00728,0.12,,0.0908,0.0382,0.0512,0.0423,0.00518,0.0103,0.0559,,0.0548,0.0541,0.0539,0.0537,0.0535,55.0,79.0,40.0,41.0,69.0,12401840128.0,12387741696.0,12612382720.0,12828278784.0,12833529856.0,53.4,0.054479999999999994,12526655897.6,0.0335,0.0423,0.08958,3.76262,1818392485888,13.183255257621703,23.241207131279666,0.054393483830331636
310,58,73.79310344827586,4212.0,28.7,12409860096,4268.0,13278.0,13706.0,21228.0,1238.0,353516.0,,24148.0,1221.0,82108.0,11003.0,3303.0,4448.0,533466.0,0.0355,0.0695,0.0193,0.183,0.0072,0.12,,0.0885,0.0382,0.0512,0.0439,0.00518,0.01,0.0559,,0.0559,0.0548,0.0541,0.0539,0.0537,52.0,55.0,79.0,40.0,41.0,12403036160.0,12401840128.0,12387741696.0,12612382720.0,12828278784.0,56.8,0.054920000000000004,12442972160.0,0.0339,0.04262,0.08962,3.81852,1830802345984,13.1871524921407,23.241757162690842,0.054393483830331636
312,57,213.0,4206.0,14.0,12405497856,4268.0,13278.0,13706.0,21228.0,1200.0,353516.0,,24312.0,1221.0,82108.0,11003.0,3479.0,4448.0,533768.0,0.0355,0.0695,0.0193,0.183,0.00771,0.12,,0.0885,0.0398,0.0512,0.0457,0.00518,0.0104,0.0562,,0.0559,0.0559,0.0548,0.0541,0.0539,58.0,52.0,55.0,79.0,40.0,12409860096.0,12403036160.0,12401840128.0,12387741696.0,12612382720.0,60.2,0.05538,12401595187.2,0.034300000000000004,0.04329999999999999,0.08952,3.87472,1843207843840,13.187718440081103,23.241405586860015,0.05467756129069573
314,49,44.87755102040816,4189.0,14.0,12407316480,4268.0,13278.0,13796.0,21228.0,1228.0,353516.0,,24476.0,1183.0,85927.0,11003.0,3479.0,4448.0,537831.0,0.0355,0.0695,0.0199,0.183,0.00771,0.12,,0.0917,0.0398,0.0512,0.0457,0.00518,0.0104,0.0566,,0.0562,0.0559,0.0559,0.0548,0.0541,57.0,58.0,52.0,55.0,79.0,12405497856.0,12409860096.0,12403036160.0,12401840128.0,12387741696.0,54.2,0.05588,12405510144.0,0.03493999999999999,0.04398,0.08993999999999999,3.93132,1855615160320,13.195301522720232,23.24155217434328,0.0550562057480784
316,69,212.0,4136.0,14.0,12406599680,4286.0,13278.0,13702.0,21228.0,1228.0,353516.0,,24616.0,1175.0,85927.0,11003.0,3479.0,4448.0,537886.0,0.0355,0.0695,0.0194,0.183,0.00771,0.12,,0.0917,0.0398,0.0512,0.0457,0.00518,0.0104,0.0566,,0.0566,0.0562,0.0559,0.0559,0.0548,49.0,57.0,58.0,52.0,55.0,12407316480.0,12405497856.0,12409860096.0,12403036160.0,12401840128.0,57.0,0.05624,12406462054.4,0.035219999999999994,0.04466,0.09024000000000001,3.98792,1868021760000,13.195403779908304,23.241494400310717,0.0550562057480784
318,60,72.55,4139.0,14.0,12411281408,4286.0,13278.0,14265.0,21228.0,1228.0,353516.0,,24853.0,1273.0,85927.0,11003.0,3479.0,4456.0,538793.0,0.0355,0.0695,0.0207,0.183,0.00771,0.12,,0.0917,0.0386,0.0512,0.0457,0.00518,0.0104,0.0566,,0.0566,0.0566,0.0562,0.0559,0.0559,69.0,49.0,57.0,58.0,52.0,12406599680.0,12407316480.0,12405497856.0,12409860096.0,12403036160.0,58.6,0.05638,12408111104.0,0.0355,0.04534,0.09042,4.04452,1880433041408,13.19708858759888,23.24187168699676,0.0550562057480784
320,60,211.0,4128.0,0.0,12402323456,4286.0,13296.0,14265.0,22168.0,1228.0,366930.0,,25023.0,1273.0,85927.0,10999.0,3479.0,4601.0,553476.0,0.0349,0.071,0.0207,0.195,0.00771,0.12,,0.0917,0.0396,0.0512,0.0457,0.0053,0.011,0.0578,,0.0566,0.0566,0.0566,0.0562,0.0559,60.0,69.0,49.0,57.0,58.0,12411281408.0,12406599680.0,12407316480.0,12405497856.0,12409860096.0,59.0,0.05676,12406603776.0,0.03538,0.0457,0.09106,4.102320000000001,1892835364864,13.223975476518577,23.24114966756931,0.05619127964974249
322,1,211.0,3879.0,0.0,12398260224,4464.0,13296.0,14265.0,22168.0,1228.0,366930.0,,25194.0,1273.0,85927.0,11274.0,3486.0,4601.0,554108.0,0.0366,0.0715,0.0207,0.195,0.00771,0.122,,0.0917,0.0396,0.0495,0.0457,0.0053,0.011,0.058,,0.0578,0.0566,0.0566,0.0566,0.0562,60.0,60.0,69.0,49.0,57.0,12402323456.0,12411281408.0,12406599680.0,12407316480.0,12405497856.0,47.8,0.05711999999999999,12405156249.6,0.0356,0.0457,0.0917,4.1603200000000005,1905233625088,13.225116697279027,23.24082199527833,0.05638033343610764
